#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKCLINC047_050008400	1759	2043
PKCLINC047_050008500	1047	1759
PKCLINC047_050008600	194	1047
PKCLINC047_050008700	1018	194
PKCLINC047_050008800	700	1018
PKCLINC047_050008900	1967	700
PKCLINC047_050009000	1447	1967
PKCLINC047_050009100	1231	1447
PKCLINC047_050009200	111	1231
PKCLINC047_050009300	1343	111
PKCLINC047_050009400	1013	1343
PKCLINC047_050009500	490	1013
PKCLINC047_050009600	1500	490
PKCLINC047_050009700	2256	1500
PKCLINC047_050009800	376	2256
PKCLINC047_050009900	8855	376
PKCLINC047_050010100	8031	8855
PKCLINC047_050010200	1825	8031
PKCLINC047_050010300	1649	1825
PKCLINC047_050010400	452	1649
PKCLINC047_050010500	1269	452
PKCLINC047_050010600	1342	1269
PKCLINC047_050010700	753	1342
PKCLINC047_050010800	2399	753
PKCLINC047_050010900	756	2399
PKCLINC047_050011000	1110	756
PKCLINC047_050011100	36	1110
PKCLINC047_050011200	3123	36
PKCLINC047_050011300	720	3123
PKCLINC047_050011400	1519	720
PKCLINC047_050011500	389	1519
PKCLINC047_050011600	1151	389
PKCLINC047_050011700	834	1151
PKCLINC047_050011800	1119	834
PKCLINC047_050011900	4429	1119
PKCLINC047_050012000	1998	4429
PKCLINC047_050012100	49642	1998
PKCLINC047_050012200	3168	49642
PKCLINC047_050012300	1601	3168
PKCLINC047_050012400	3287	1601
PKCLINC047_050012500	1361	3287
PKCLINC047_050012600	2908	1361
PKCLINC047_050012700	353	2908
PKCLINC047_050012800	832	353
PKCLINC047_050012900	2765	832
PKCLINC047_050013000	523	2765
PKCLINC047_050013100	2408	523
PKCLINC047_050013200	861	2408
PKCLINC047_050013300	1810	861
PKCLINC047_050013400	10235	1810
PKCLINC047_050013600	831	10235
PKCLINC047_050013700	3476	831
PKCLINC047_050013800	928	3476
PKCLINC047_050013900	19874	928
PKCLINC047_050014100	1040	19874
PKCLINC047_050014200	1131	1040
PKCLINC047_050014300	624	1131
PKCLINC047_050014400	2181	624
PKCLINC047_050014500	718	2181
PKCLINC047_050014600	869	718
PKCLINC047_050014700	2946	869
PKCLINC047_050014800	637	2946
PKCLINC047_050014900	8838	637
PKCLINC047_050015000	165	8838
PKCLINC047_050015100	436	165
PKCLINC047_050015200	3876	436
PKCLINC047_050015300	8135	3876
PKCLINC047_050015500	850	8135
PKCLINC047_050015600	1896	850
PKCLINC047_050015700	1414	1896
PKCLINC047_050015800	451	1414
PKCLINC047_050015900	1544	451
PKCLINC047_050016000	473	1544
PKCLINC047_050016100	866	473
PKCLINC047_050016200	238	866
PKCLINC047_050016300	689	238
PKCLINC047_050016400	2967	689
PKCLINC047_050016500	1821	2967
PKCLINC047_050016600	932	1821
PKCLINC047_050016700	31399	932
PKCLINC047_050017000	639	31399
PKCLINC047_050017100	2002	639
PKCLINC047_050017200	6980	2002
PKCLINC047_050017300	1811	6980
PKCLINC047_050017400	2581	1811
PKCLINC047_050017600	58	2581
PKCLINC047_050017700	2499	58
PKCLINC047_050017800	1327	2499
PKCLINC047_050017900	1250	1327
PKCLINC047_050018000	1596	1250
PKCLINC047_050018100	16912	1596
PKCLINC047_050018300	6103	16912
PKCLINC047_050018400	2509	6103
PKCLINC047_050018500	2015	2509
PKCLINC047_050018600	792	2015
PKCLINC047_050018700	1264	792
PKCLINC047_050018800	1028	1264
PKCLINC047_050018900	463	1028
PKCLINC047_050019000	1050	463
PKCLINC047_050019100	659	1050
PKCLINC047_050019200	685	659
PKCLINC047_050019300	5186	685
PKCLINC047_050019500	2356	5186
PKCLINC047_050019600	1481	2356
PKCLINC047_050019700	1777	1481
PKCLINC047_050019800	3841	1777
PKCLINC047_050019900	4629	3841
PKCLINC047_050020000	841	4629
PKCLINC047_050020100	3378	841
PKCLINC047_050020200	1964	3378
PKCLINC047_050020300	3460	1964
PKCLINC047_050020400	2664	3460
PKCLINC047_050020500	3272	2664
PKCLINC047_050020600	1878	3272
PKCLINC047_050020700	0	1878
PKCLINC047_060005000	1426	0
PKCLINC047_060005100	7419	1426
PKCLINC047_060005300	1985	7419
PKCLINC047_060005400	2452	1985
PKCLINC047_060005500	2815	2452
PKCLINC047_060005600	2707	2815
PKCLINC047_060005700	2229	2707
PKCLINC047_060005800	173	2229
PKCLINC047_060005900	3173	173
PKCLINC047_060006000	606	3173
PKCLINC047_060006100	1892	606
PKCLINC047_060006200	1107	1892
PKCLINC047_060006300	1254	1107
PKCLINC047_060006400	1835	1254
PKCLINC047_060006500	2124	1835
PKCLINC047_060006600	3535	2124
PKCLINC047_060006800	1148	3535
PKCLINC047_060006900	880	1148
PKCLINC047_060007000	459	880
PKCLINC047_060007100	588	459
PKCLINC047_060007200	1356	588
PKCLINC047_060007300	1969	1356
PKCLINC047_060007500	205	1969
PKCLINC047_060007600	9330	205
PKCLINC047_060007800	1103	9330
PKCLINC047_060007900	90	1103
PKCLINC047_060008000	3222	90
PKCLINC047_060008100	712	3222
PKCLINC047_060008200	2465	712
PKCLINC047_060008300	7789	2465
PKCLINC047_060008400	701	7789
PKCLINC047_060008500	1439	701
PKCLINC047_060008600	348	1439
PKCLINC047_060008700	1194	348
PKCLINC047_060008800	1860	1194
PKCLINC047_060008900	1741	1860
PKCLINC047_060009000	662	1741
PKCLINC047_060009100	1146	662
PKCLINC047_060009200	2127	1146
PKCLINC047_060009300	156	2127
PKCLINC047_060009400	476	156
PKCLINC047_060009500	431	476
PKCLINC047_060009600	991	431
PKCLINC047_060009700	484	991
PKCLINC047_060009800	1629	484
PKCLINC047_060009900	3349	1629
PKCLINC047_060010000	2462	3349
PKCLINC047_060010100	578	2462
PKCLINC047_060010200	2113	578
PKCLINC047_060010300	1059	2113
PKCLINC047_060010400	2089	1059
PKCLINC047_060010500	950	2089
PKCLINC047_060010600	1310	950
PKCLINC047_060010700	855	1310
PKCLINC047_060010800	2320	855
PKCLINC047_060010900	2176	2320
PKCLINC047_060011000	7605	2176
PKCLINC047_060011100	1691	7605
PKCLINC047_060011200	478	1691
PKCLINC047_060011300	2998	478
PKCLINC047_060011400	7950	2998
PKCLINC047_060011500	3067	7950
PKCLINC047_060011600	2036	3067
PKCLINC047_060011700	896	2036
PKCLINC047_060011800	3546	896
PKCLINC047_060011900	460	3546
PKCLINC047_060012000	9743	460
PKCLINC047_060012200	7857	9743
PKCLINC047_060012400	5623	7857
PKCLINC047_060012500	979	5623
PKCLINC047_060012600	1816	979
PKCLINC047_060012700	882	1816
PKCLINC047_060012800	56	882
PKCLINC047_060012900	51	56
PKCLINC047_060013000	191	51
PKCLINC047_060013100	1074	191
PKCLINC047_060013200	1757	1074
PKCLINC047_060013300	693	1757
PKCLINC047_060013400	10982	693
PKCLINC047_060013600	1178	10982
PKCLINC047_060013700	749	1178
PKCLINC047_060013800	629	749
PKCLINC047_060013900	875	629
PKCLINC047_060014000	82	875
PKCLINC047_060014100	753	82
PKCLINC047_060014200	2884	753
PKCLINC047_060014300	1190	2884
PKCLINC047_060014400	840	1190
PKCLINC047_060014500	5065	840
PKCLINC047_060014600	254	5065
PKCLINC047_060014700	827	254
PKCLINC047_060014800	1142	827
PKCLINC047_060014900	526	1142
PKCLINC047_060015000	1614	526
PKCLINC047_060015100	696	1614
PKCLINC047_060015200	261	696
PKCLINC047_060015300	847	261
PKCLINC047_060015400	5024	847
PKCLINC047_060015600	4951	5024
PKCLINC047_060015900	817	4951
PKCLINC047_060016000	1238	817
PKCLINC047_060016100	4386	1238
PKCLINC047_060016200	1473	4386
PKCLINC047_060016300	833	1473
PKCLINC047_060016400	2271	833
PKCLINC047_060016500	3973	2271
PKCLINC047_060016700	3220	3973
PKCLINC047_060016800	1079	3220
PKCLINC047_060016900	76	1079
PKCLINC047_060017000	428	76
PKCLINC047_060017100	1724	428
PKCLINC047_060017200	2814	1724
PKCLINC047_060017300	785	2814
PKCLINC047_060017400	696	785
PKCLINC047_060017500	498	696
PKCLINC047_060017600	1451	498
PKCLINC047_060017700	1483	1451
PKCLINC047_060017800	374	1483
PKCLINC047_060017900	1177	374
PKCLINC047_060018000	36227	1177
PKCLINC047_060018100	2571	36227
PKCLINC047_060018200	1112	2571
PKCLINC047_060018300	1892	1112
PKCLINC047_060018400	1613	1892
PKCLINC047_060018500	1912	1613
PKCLINC047_060018600	1737	1912
PKCLINC047_060018700	1061	1737
PKCLINC047_060018800	1166	1061
PKCLINC047_060018900	2213	1166
PKCLINC047_060019000	1381	2213
PKCLINC047_060019100	1057	1381
PKCLINC047_060019200	1129	1057
PKCLINC047_060019300	4840	1129
PKCLINC047_060019400	1301	4840
PKCLINC047_060019500	420	1301
PKCLINC047_060019600	1182	420
PKCLINC047_060019700	1481	1182
PKCLINC047_060019800	5590	1481
PKCLINC047_060019900	1921	5590
PKCLINC047_060020000	4334	1921
PKCLINC047_060020300	1054	4334
PKCLINC047_060020400	1795	1054
PKCLINC047_060020500	1612	1795
PKCLINC047_060020600	1830	1612
PKCLINC047_060020700	1318	1830
PKCLINC047_060020800	2024	1318
PKCLINC047_060020900	2303	2024
PKCLINC047_060021000	2113	2303
PKCLINC047_060021100	2479	2113
PKCLINC047_060021200	796	2479
PKCLINC047_060021300	5229	796
PKCLINC047_060021400	1441	5229
PKCLINC047_060021500	428	1441
PKCLINC047_060021600	3531	428
PKCLINC047_060021700	1459	3531
PKCLINC047_060021800	874	1459
PKCLINC047_060021900	264	874
PKCLINC047_060022000	1598	264
PKCLINC047_060022100	1827	1598
PKCLINC047_060022200	177	1827
PKCLINC047_060022300	6595	177
PKCLINC047_060022400	1376	6595
PKCLINC047_060022500	741	1376
PKCLINC047_060022600	1131	741
PKCLINC047_060022700	7511	1131
PKCLINC047_060022800	1878	7511
PKCLINC047_060022900	1053	1878
PKCLINC047_060023000	1363	1053
PKCLINC047_060023100	382	1363
PKCLINC047_060023200	1634	382
PKCLINC047_060023300	9349	1634
PKCLINC047_060023500	1725	9349
PKCLINC047_060023600	3805	1725
PKCLINC047_060023700	3628	3805
PKCLINC047_060023800	988	3628
PKCLINC047_060023900	522	988
PKCLINC047_060024000	1420	522
PKCLINC047_060024100	838	1420
PKCLINC047_060024200	2629	838
PKCLINC047_060024300	785	2629
PKCLINC047_060024400	1061	785
PKCLINC047_060024500	813	1061
PKCLINC047_060024600	1927	813
PKCLINC047_060024700	848	1927
PKCLINC047_060024800	1740	848
PKCLINC047_060024900	1577	1740
PKCLINC047_060025000	1643	1577
PKCLINC047_060025100	1663	1643
PKCLINC047_060025200	2018	1663
PKCLINC047_060025300	1602	2018
PKCLINC047_060025400	2753	1602
PKCLINC047_060025500	1894	2753
PKCLINC047_060025600	1889	1894
PKCLINC047_060025700	155	1889
PKCLINC047_060025800	1354	155
PKCLINC047_060025900	1189	1354
PKCLINC047_060026000	4911	1189
PKCLINC047_060026100	390	4911
PKCLINC047_060026200	1514	390
PKCLINC047_060026300	1213	1514
PKCLINC047_060026400	2712	1213
PKCLINC047_060026500	2624	2712
PKCLINC047_060026600	1468	2624
PKCLINC047_060026700	1801	1468
PKCLINC047_060026800	241	1801
PKCLINC047_060026900	584	241
PKCLINC047_060027000	1320	584
PKCLINC047_060027100	733	1320
PKCLINC047_060027200	679	733
PKCLINC047_060027300	295	679
PKCLINC047_060027400	2604	295
PKCLINC047_060027500	3763	2604
PKCLINC047_060027600	3688	3763
PKCLINC047_060027700	5208	3688
PKCLINC047_060027800	1345	5208
PKCLINC047_060027900	967	1345
PKCLINC047_060028000	4089	967
PKCLINC047_060028100	2072	4089
PKCLINC047_060028200	3345	2072
PKCLINC047_060028300	0	3345
PKCLINC047_070005000	3142	0
PKCLINC047_070005100	3567	3142
PKCLINC047_070005200	9788	3567
PKCLINC047_070005400	1620	9788
PKCLINC047_070005500	807	1620
PKCLINC047_070005600	2563	807
PKCLINC047_070005700	5088	2563
PKCLINC047_070005800	1957	5088
PKCLINC047_070005900	4246	1957
PKCLINC047_070006000	9168	4246
PKCLINC047_070006200	1360	9168
PKCLINC047_070006300	2073	1360
PKCLINC047_070006400	1090	2073
PKCLINC047_070006500	1713	1090
PKCLINC047_070006600	2483	1713
PKCLINC047_070006700	478	2483
PKCLINC047_070006800	1196	478
PKCLINC047_070006900	1734	1196
PKCLINC047_070007000	3134	1734
PKCLINC047_070007100	987	3134
PKCLINC047_070007200	3272	987
PKCLINC047_070007300	697	3272
PKCLINC047_070007400	1815	697
PKCLINC047_070007500	1398	1815
PKCLINC047_070007600	2799	1398
PKCLINC047_070007700	2987	2799
PKCLINC047_070007800	1761	2987
PKCLINC047_070007900	3433	1761
PKCLINC047_070008000	1814	3433
PKCLINC047_070008100	121	1814
PKCLINC047_070008200	3529	121
PKCLINC047_070008300	1074	3529
PKCLINC047_070008400	3935	1074
PKCLINC047_070008500	1344	3935
PKCLINC047_070008600	1162	1344
PKCLINC047_070008700	937	1162
PKCLINC047_070008800	2207	937
PKCLINC047_070008900	696	2207
PKCLINC047_070009000	3366	696
PKCLINC047_070009100	1774	3366
PKCLINC047_070009200	8303	1774
PKCLINC047_070009300	1080	8303
PKCLINC047_070009400	435	1080
PKCLINC047_070009500	947	435
PKCLINC047_070009600	253	947
PKCLINC047_070009700	3895	253
PKCLINC047_070009800	1011	3895
PKCLINC047_070009900	1061	1011
PKCLINC047_070010000	2482	1061
PKCLINC047_070010100	2880	2482
PKCLINC047_070010200	927	2880
PKCLINC047_070010300	2575	927
PKCLINC047_070010400	382	2575
PKCLINC047_070010500	1332	382
PKCLINC047_070010600	7266	1332
PKCLINC047_070010700	17766	7266
PKCLINC047_070010800	3879	17766
PKCLINC047_070010900	3481	3879
PKCLINC047_070011000	932	3481
PKCLINC047_070011100	2827	932
PKCLINC047_070011200	946	2827
PKCLINC047_070011300	1280	946
PKCLINC047_070011400	885	1280
PKCLINC047_070011500	1113	885
PKCLINC047_070011600	36	1113
PKCLINC047_070011700	5691	36
PKCLINC047_070011900	295	5691
PKCLINC047_070012000	819	295
PKCLINC047_070012100	2613	819
PKCLINC047_070012200	2276	2613
PKCLINC047_070012300	1117	2276
PKCLINC047_070012400	5315	1117
PKCLINC047_070012500	1328	5315
PKCLINC047_070012600	1472	1328
PKCLINC047_070012700	4957	1472
PKCLINC047_070012900	4214	4957
PKCLINC047_070013000	2177	4214
PKCLINC047_070013100	660	2177
PKCLINC047_070013200	1020	660
PKCLINC047_070013300	1793	1020
PKCLINC047_070013400	754	1793
PKCLINC047_070013500	1112	754
PKCLINC047_070013600	364	1112
PKCLINC047_070013700	8599	364
PKCLINC047_070013800	2128	8599
PKCLINC047_070013900	11556	2128
PKCLINC047_070014100	1305	11556
PKCLINC047_070014200	2285	1305
PKCLINC047_070014300	887	2285
PKCLINC047_070014400	163	887
PKCLINC047_070014500	1262	163
PKCLINC047_070014600	1780	1262
PKCLINC047_070014700	1339	1780
PKCLINC047_070014800	1366	1339
PKCLINC047_070014900	1307	1366
PKCLINC047_070015000	3307	1307
PKCLINC047_070015100	5549	3307
PKCLINC047_070015300	286	5549
PKCLINC047_070015400	1354	286
PKCLINC047_070015500	579	1354
PKCLINC047_070015600	787	579
PKCLINC047_070015700	2036	787
PKCLINC047_070015800	851	2036
PKCLINC047_070015900	1566	851
PKCLINC047_070016000	799	1566
PKCLINC047_070016100	977	799
PKCLINC047_070016200	724	977
PKCLINC047_070016300	2339	724
PKCLINC047_070016400	852	2339
PKCLINC047_070016500	785	852
PKCLINC047_070016600	541	785
PKCLINC047_070016700	2696	541
PKCLINC047_070016800	2857	2696
PKCLINC047_070016900	2715	2857
PKCLINC047_070017000	790	2715
PKCLINC047_070017100	1857	790
PKCLINC047_070017200	2504	1857
PKCLINC047_070017300	3775	2504
PKCLINC047_070017400	2010	3775
PKCLINC047_070017500	2456	2010
PKCLINC047_070017600	736	2456
PKCLINC047_070017700	2178	736
PKCLINC047_070017800	2239	2178
PKCLINC047_070017900	77	2239
PKCLINC047_070018000	1262	77
PKCLINC047_070018100	2886	1262
PKCLINC047_070018200	667	2886
PKCLINC047_070018300	438	667
PKCLINC047_070018400	1803	438
PKCLINC047_070018500	1422	1803
PKCLINC047_070018600	895	1422
PKCLINC047_070018700	3484	895
PKCLINC047_070018800	1054	3484
PKCLINC047_070018900	584	1054
PKCLINC047_070019000	8488	584
PKCLINC047_070019200	1359	8488
PKCLINC047_070019300	2232	1359
PKCLINC047_070019400	5432	2232
PKCLINC047_070019500	1273	5432
PKCLINC047_070019600	459	1273
PKCLINC047_070019700	1322	459
PKCLINC047_070019800	987	1322
PKCLINC047_070019900	1258	987
PKCLINC047_070020000	1103	1258
PKCLINC047_070020100	1317	1103
PKCLINC047_070020200	353	1317
PKCLINC047_070020300	1814	353
PKCLINC047_070020400	642	1814
PKCLINC047_070020500	2700	642
PKCLINC047_070020600	2035	2700
PKCLINC047_070020700	4028	2035
PKCLINC047_070020800	73	4028
PKCLINC047_070020900	1229	73
PKCLINC047_070021000	2007	1229
PKCLINC047_070021100	5791	2007
PKCLINC047_070021200	2198	5791
PKCLINC047_070021300	369	2198
PKCLINC047_070021400	3988	369
PKCLINC047_070021500	462	3988
PKCLINC047_070021600	4833	462
PKCLINC047_070021700	1107	4833
PKCLINC047_070021800	3078	1107
PKCLINC047_070021900	1675	3078
PKCLINC047_070022000	882	1675
PKCLINC047_070022100	1270	882
PKCLINC047_070022200	696	1270
PKCLINC047_070022300	670	696
PKCLINC047_070022400	2094	670
PKCLINC047_070022500	3371	2094
PKCLINC047_070022600	624	3371
PKCLINC047_070022700	775	624
PKCLINC047_070022800	1509	775
PKCLINC047_070022900	1196	1509
PKCLINC047_070023000	1449	1196
PKCLINC047_070023100	890	1449
PKCLINC047_070023200	1300	890
PKCLINC047_070023300	1489	1300
PKCLINC047_070023400	1728	1489
PKCLINC047_070023500	304	1728
PKCLINC047_070023600	3579	304
PKCLINC047_070023800	1397	3579
PKCLINC047_070023900	213	1397
PKCLINC047_070024000	733	213
PKCLINC047_070024100	1517	733
PKCLINC047_070024200	440	1517
PKCLINC047_070024300	514	440
PKCLINC047_070024400	1531	514
PKCLINC047_070024500	949	1531
PKCLINC047_070024600	1843	949
PKCLINC047_070024700	2955	1843
PKCLINC047_070024800	1633	2955
PKCLINC047_070024900	384	1633
PKCLINC047_070025000	1240	384
PKCLINC047_070025100	1750	1240
PKCLINC047_070025200	545	1750
PKCLINC047_070025300	1129	545
PKCLINC047_070025400	1572	1129
PKCLINC047_070025500	1051	1572
PKCLINC047_070025600	1157	1051
PKCLINC047_070025700	1254	1157
PKCLINC047_070025800	874	1254
PKCLINC047_070025900	1165	874
PKCLINC047_070026000	2695	1165
PKCLINC047_070026100	1203	2695
PKCLINC047_070026200	234	1203
PKCLINC047_070026300	1426	234
PKCLINC047_070026400	2519	1426
PKCLINC047_070026500	4778	2519
PKCLINC047_070026600	970	4778
PKCLINC047_070026700	4516	970
PKCLINC047_070026900	3829	4516
PKCLINC047_070027000	533	3829
PKCLINC047_070027100	1733	533
PKCLINC047_070027200	1339	1733
PKCLINC047_070027300	961	1339
PKCLINC047_070027400	597	961
PKCLINC047_070027500	984	597
PKCLINC047_070027600	2862	984
PKCLINC047_070027700	7648	2862
PKCLINC047_070028000	1243	7648
PKCLINC047_070028100	722	1243
PKCLINC047_070028200	2918	722
PKCLINC047_070028300	2763	2918
PKCLINC047_070028400	1895	2763
PKCLINC047_070028500	550	1895
PKCLINC047_070028600	5736	550
PKCLINC047_070028700	1881	5736
PKCLINC047_070028800	6293	1881
PKCLINC047_070029000	1469	6293
PKCLINC047_070029100	20104	1469
PKCLINC047_070029400	2777	20104
PKCLINC047_070029500	3524	2777
PKCLINC047_070029600	487	3524
PKCLINC047_070029700	64	487
PKCLINC047_070029800	1299	64
PKCLINC047_070029900	2817	1299
PKCLINC047_070030000	2059	2817
PKCLINC047_070030100	1004	2059
PKCLINC047_070030200	160	1004
PKCLINC047_070030300	6093	160
PKCLINC047_070030400	1660	6093
PKCLINC047_070030500	326	1660
PKCLINC047_070030600	587	326
PKCLINC047_070030700	2458	587
PKCLINC047_070030800	2953	2458
PKCLINC047_070030900	1134	2953
PKCLINC047_070031000	1607	1134
PKCLINC047_070031100	1361	1607
PKCLINC047_070031200	2794	1361
PKCLINC047_070031300	579	2794
PKCLINC047_070031400	1227	579
PKCLINC047_070031500	354	1227
PKCLINC047_070031600	1459	354
PKCLINC047_070031700	844	1459
PKCLINC047_070031800	73	844
PKCLINC047_070031900	884	73
PKCLINC047_070032000	1543	884
PKCLINC047_070032100	845	1543
PKCLINC047_070032200	930	845
PKCLINC047_070032300	5739	930
PKCLINC047_070032400	14936	5739
PKCLINC047_070032500	8034	14936
PKCLINC047_070032700	2906	8034
PKCLINC047_070032800	1324	2906
PKCLINC047_070032900	1519	1324
PKCLINC047_070033000	251	1519
PKCLINC047_070033100	1049	251
PKCLINC047_070033200	1951	1049
PKCLINC047_070033300	469	1951
PKCLINC047_070033400	1189	469
PKCLINC047_070033500	2960	1189
PKCLINC047_070033700	709	2960
PKCLINC047_070033800	1637	709
PKCLINC047_070033900	2603	1637
PKCLINC047_070034000	956	2603
PKCLINC047_070034100	672	956
PKCLINC047_070034200	1752	672
PKCLINC047_070034300	998	1752
PKCLINC047_070034400	2118	998
PKCLINC047_070034500	7209	2118
PKCLINC047_070034600	2235	7209
PKCLINC047_070034700	1140	2235
PKCLINC047_070034800	9794	1140
PKCLINC047_070035100	1674	9794
PKCLINC047_070035200	517	1674
PKCLINC047_070035300	2983	517
PKCLINC047_070035400	779	2983
PKCLINC047_070035500	595	779
PKCLINC047_070035600	1200	595
PKCLINC047_070035700	1766	1200
PKCLINC047_070035800	7208	1766
PKCLINC047_070036000	510	7208
PKCLINC047_070036100	1177	510
PKCLINC047_070036200	5	1177
PKCLINC047_070036300	497	5
PKCLINC047_070036400	276	497
PKCLINC047_070036500	429	276
PKCLINC047_070036600	1752	429
PKCLINC047_070036700	1473	1752
PKCLINC047_070036800	1087	1473
PKCLINC047_070036900	220	1087
PKCLINC047_070037000	1003	220
PKCLINC047_070037100	377	1003
PKCLINC047_070037200	202	377
PKCLINC047_070037300	1485	202
PKCLINC047_070037400	1715	1485
PKCLINC047_070037500	773	1715
PKCLINC047_070037600	154	773
PKCLINC047_070037700	3961	154
PKCLINC047_070037900	280	3961
PKCLINC047_070038000	1027	280
PKCLINC047_070038100	1198	1027
PKCLINC047_070038200	491	1198
PKCLINC047_070038300	2167	491
PKCLINC047_070038400	1847	2167
PKCLINC047_070038500	2552	1847
PKCLINC047_070038600	794	2552
PKCLINC047_070038700	789	794
PKCLINC047_070038800	148	789
PKCLINC047_070038900	862	148
PKCLINC047_070039000	793	862
PKCLINC047_070039100	3863	793
PKCLINC047_070039200	1804	3863
PKCLINC047_070039300	1525	1804
PKCLINC047_070039400	9772	1525
PKCLINC047_070039600	2925	9772
PKCLINC047_070039700	1933	2925
PKCLINC047_070039800	4053	1933
PKCLINC047_070039900	2298	4053
PKCLINC047_070040000	5006	2298
PKCLINC047_070040100	0	5006
PKCLINC047_080005400	1181	0
PKCLINC047_080005500	4893	1181
PKCLINC047_080005600	2481	4893
PKCLINC047_080005700	4200	2481
PKCLINC047_080005800	11069	4200
PKCLINC047_080005900	6999	11069
PKCLINC047_080006000	3210	6999
PKCLINC047_080006100	3785	3210
PKCLINC047_080006200	7098	3785
PKCLINC047_080006300	4581	7098
PKCLINC047_080006400	3522	4581
PKCLINC047_080006500	496	3522
PKCLINC047_080006600	1319	496
PKCLINC047_080006700	1646	1319
PKCLINC047_080006800	1466	1646
PKCLINC047_080006900	2103	1466
PKCLINC047_080007000	7205	2103
PKCLINC047_080007200	1740	7205
PKCLINC047_080007300	872	1740
PKCLINC047_080007400	9063	872
PKCLINC047_080007600	3722	9063
PKCLINC047_080007700	1212	3722
PKCLINC047_080007800	3375	1212
PKCLINC047_080007900	2211	3375
PKCLINC047_080008000	537	2211
PKCLINC047_080008100	3338	537
PKCLINC047_080008200	8340	3338
PKCLINC047_080008300	3115	8340
PKCLINC047_080008400	4897	3115
PKCLINC047_080008500	2308	4897
PKCLINC047_080008600	325	2308
PKCLINC047_080008700	913	325
PKCLINC047_080008800	836	913
PKCLINC047_080008900	116	836
PKCLINC047_080009000	914	116
PKCLINC047_080009100	215	914
PKCLINC047_080009200	441	215
PKCLINC047_080009300	411	441
PKCLINC047_080009400	1894	411
PKCLINC047_080009500	3129	1894
PKCLINC047_080009600	5496	3129
PKCLINC047_080009700	1462	5496
PKCLINC047_080009800	3139	1462
PKCLINC047_080009900	1148	3139
PKCLINC047_080010000	549	1148
PKCLINC047_080010100	1832	549
PKCLINC047_080010200	2900	1832
PKCLINC047_080010300	2057	2900
PKCLINC047_080010400	642	2057
PKCLINC047_080010500	730	642
PKCLINC047_080010600	534	730
PKCLINC047_080010700	1512	534
PKCLINC047_080010800	3518	1512
PKCLINC047_080010900	3216	3518
PKCLINC047_080011000	1499	3216
PKCLINC047_080011100	269	1499
PKCLINC047_080011200	959	269
PKCLINC047_080011300	3922	959
PKCLINC047_080011400	1172	3922
PKCLINC047_080011500	1008	1172
PKCLINC047_080011600	726	1008
PKCLINC047_080011700	1576	726
PKCLINC047_080011800	7419	1576
PKCLINC047_080011900	4526	7419
PKCLINC047_080012100	2474	4526
PKCLINC047_080012200	3919	2474
PKCLINC047_080012300	15400	3919
PKCLINC047_080012500	1227	15400
PKCLINC047_080012600	683	1227
PKCLINC047_080012700	3168	683
PKCLINC047_080012800	2535	3168
PKCLINC047_080012900	1822	2535
PKCLINC047_080013000	27367	1822
PKCLINC047_080013500	6354	27367
PKCLINC047_080013600	2809	6354
PKCLINC047_080013700	2723	2809
PKCLINC047_080013800	3739	2723
PKCLINC047_080013900	1179	3739
PKCLINC047_080014000	1119	1179
PKCLINC047_080014100	1871	1119
PKCLINC047_080014200	388	1871
PKCLINC047_080014300	1724	388
PKCLINC047_080014400	659	1724
PKCLINC047_080014500	2358	659
PKCLINC047_080014600	1023	2358
PKCLINC047_080014700	2557	1023
PKCLINC047_080014800	13231	2557
PKCLINC047_080015000	177	13231
PKCLINC047_080015100	1097	177
PKCLINC047_080015200	10426	1097
PKCLINC047_080015400	40	10426
PKCLINC047_080015500	418	40
PKCLINC047_080015600	1141	418
PKCLINC047_080015700	2511	1141
PKCLINC047_080015800	380	2511
PKCLINC047_080015900	1190	380
PKCLINC047_080016000	948	1190
PKCLINC047_080016100	2474	948
PKCLINC047_080016200	1566	2474
PKCLINC047_080016300	997	1566
PKCLINC047_080016400	606	997
PKCLINC047_080016500	2442	606
PKCLINC047_080016600	773	2442
PKCLINC047_080016700	2188	773
PKCLINC047_080016800	4695	2188
PKCLINC047_080016900	1792	4695
PKCLINC047_080017000	1548	1792
PKCLINC047_080017100	1487	1548
PKCLINC047_080017200	1573	1487
PKCLINC047_080017300	837	1573
PKCLINC047_080017400	2579	837
PKCLINC047_080017500	2093	2579
PKCLINC047_080017600	2386	2093
PKCLINC047_080017700	8782	2386
PKCLINC047_080017900	1147	8782
PKCLINC047_080018000	2535	1147
PKCLINC047_080018100	8198	2535
PKCLINC047_080018300	1247	8198
PKCLINC047_080018400	1284	1247
PKCLINC047_080018500	4880	1284
PKCLINC047_080018600	2125	4880
PKCLINC047_080018700	821	2125
PKCLINC047_080018800	920	821
PKCLINC047_080018900	1222	920
PKCLINC047_080019000	1488	1222
PKCLINC047_080019100	615	1488
PKCLINC047_080019200	2467	615
PKCLINC047_080019300	25988	2467
PKCLINC047_080019700	13897	25988
PKCLINC047_080020000	1605	13897
PKCLINC047_080020100	1139	1605
PKCLINC047_080020200	5322	1139
PKCLINC047_080020300	411	5322
PKCLINC047_080020400	1238	411
PKCLINC047_080020500	3171	1238
PKCLINC047_080020600	1029	3171
PKCLINC047_080020700	1034	1029
PKCLINC047_080020800	937	1034
