#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKA1H1_STAND_040024600	1034	1227
PKA1H1_STAND_040024700	743	1034
PKA1H1_STAND_040024800	6643	743
PKA1H1_STAND_040025000	21284	6643
PKA1H1_STAND_040025200	4312	21284
PKA1H1_STAND_040025300	196	4312
PKA1H1_STAND_040025400	17209	196
PKA1H1_STAND_040025700	787	17209
PKA1H1_STAND_040025800	914	787
PKA1H1_STAND_040025900	5772	914
PKA1H1_STAND_040026100	1698	5772
PKA1H1_STAND_040026200	1623	1698
PKA1H1_STAND_040026300	1478	1623
PKA1H1_STAND_040026400	2465	1478
PKA1H1_STAND_040026500	826	2465
PKA1H1_STAND_040026600	1426	826
PKA1H1_STAND_040026700	167	1426
PKA1H1_STAND_040026800	2431	167
PKA1H1_STAND_040026900	801	2431
PKA1H1_STAND_040027000	3001	801
PKA1H1_STAND_040027100	2878	3001
PKA1H1_STAND_040027300	12914	2878
PKA1H1_STAND_040027600	2400	12914
PKA1H1_STAND_040027700	6860	2400
PKA1H1_STAND_040027900	3150	6860
PKA1H1_STAND_040028000	1367	3150
PKA1H1_STAND_040028100	734	1367
PKA1H1_STAND_040028200	555	734
PKA1H1_STAND_040028300	1707	555
PKA1H1_STAND_040028400	130	1707
PKA1H1_STAND_040028500	683	130
PKA1H1_STAND_040028600	2001	683
PKA1H1_STAND_040028700	7045	2001
PKA1H1_STAND_040028900	1941	7045
PKA1H1_STAND_040029000	659	1941
PKA1H1_STAND_040029100	4655	659
PKA1H1_STAND_040029200	2420	4655
PKA1H1_STAND_040029300	1487	2420
PKA1H1_STAND_040029400	1347	1487
PKA1H1_STAND_040029500	5655	1347
PKA1H1_STAND_040029700	3378	5655
PKA1H1_STAND_040029800	1727	3378
PKA1H1_STAND_040029900	107	1727
PKA1H1_STAND_040030000	0	107
PKA1H1_STAND_050005000	5988	0
PKA1H1_STAND_050005200	4312	5988
PKA1H1_STAND_050005300	10029	4312
PKA1H1_STAND_050005700	4818	10029
PKA1H1_STAND_050005800	6515	4818
PKA1H1_STAND_050005900	2782	6515
PKA1H1_STAND_050006000	2843	2782
PKA1H1_STAND_050006100	1488	2843
PKA1H1_STAND_050006200	2815	1488
PKA1H1_STAND_050006300	5900	2815
PKA1H1_STAND_050006400	809	5900
PKA1H1_STAND_050006500	3037	809
PKA1H1_STAND_050006600	2098	3037
PKA1H1_STAND_050006700	2655	2098
PKA1H1_STAND_050006800	2361	2655
PKA1H1_STAND_050006900	3318	2361
PKA1H1_STAND_050007000	2195	3318
PKA1H1_STAND_050007100	1924	2195
PKA1H1_STAND_050007200	1532	1924
PKA1H1_STAND_050007300	2796	1532
PKA1H1_STAND_050007400	4130	2796
PKA1H1_STAND_050007600	2068	4130
PKA1H1_STAND_050007700	567	2068
PKA1H1_STAND_050007800	546	567
PKA1H1_STAND_050007900	5134	546
PKA1H1_STAND_050008000	10084	5134
PKA1H1_STAND_050008400	1774	10084
PKA1H1_STAND_050008500	163	1774
PKA1H1_STAND_050008600	1011	163
PKA1H1_STAND_050008700	750	1011
PKA1H1_STAND_050008800	2021	750
PKA1H1_STAND_050008900	1735	2021
PKA1H1_STAND_050009000	1036	1735
PKA1H1_STAND_050009100	194	1036
PKA1H1_STAND_050009200	973	194
PKA1H1_STAND_050009300	5042	973
PKA1H1_STAND_050009500	2750	5042
PKA1H1_STAND_050009700	1032	2750
PKA1H1_STAND_050009800	109	1032
PKA1H1_STAND_050009900	1360	109
PKA1H1_STAND_050010000	990	1360
PKA1H1_STAND_050010100	485	990
PKA1H1_STAND_050010200	1506	485
PKA1H1_STAND_050010300	2187	1506
PKA1H1_STAND_050010400	362	2187
PKA1H1_STAND_050010500	8925	362
PKA1H1_STAND_050010700	7965	8925
PKA1H1_STAND_050010800	1816	7965
PKA1H1_STAND_050010900	1634	1816
PKA1H1_STAND_050011000	459	1634
PKA1H1_STAND_050011100	1268	459
PKA1H1_STAND_050011200	1346	1268
PKA1H1_STAND_050011300	754	1346
PKA1H1_STAND_050011400	2427	754
PKA1H1_STAND_050011500	745	2427
PKA1H1_STAND_050011600	1058	745
PKA1H1_STAND_050011700	8469	1058
PKA1H1_STAND_050011900	692	8469
PKA1H1_STAND_050012000	1508	692
PKA1H1_STAND_050012100	379	1508
PKA1H1_STAND_050012200	1152	379
PKA1H1_STAND_050012300	838	1152
PKA1H1_STAND_050012400	1170	838
PKA1H1_STAND_050012500	4416	1170
PKA1H1_STAND_050012600	1968	4416
PKA1H1_STAND_050012700	4721	1968
PKA1H1_STAND_050012800	1383	4721
PKA1H1_STAND_050012900	25062	1383
PKA1H1_STAND_050013400	4619	25062
PKA1H1_STAND_050013500	1585	4619
PKA1H1_STAND_050013600	3303	1585
PKA1H1_STAND_050013700	1360	3303
PKA1H1_STAND_050013800	2921	1360
PKA1H1_STAND_050013900	355	2921
PKA1H1_STAND_050014000	848	355
PKA1H1_STAND_050014100	2758	848
PKA1H1_STAND_050014200	529	2758
PKA1H1_STAND_050014300	2412	529
PKA1H1_STAND_050014400	745	2412
PKA1H1_STAND_050014500	1782	745
PKA1H1_STAND_050014600	10304	1782
PKA1H1_STAND_050014800	841	10304
PKA1H1_STAND_050014900	11806	841
PKA1H1_STAND_050015200	5445	11806
PKA1H1_STAND_050015300	474	5445
PKA1H1_STAND_050015400	1044	474
PKA1H1_STAND_050015500	1129	1044
PKA1H1_STAND_050015600	19356	1129
PKA1H1_STAND_050015900	7529	19356
PKA1H1_STAND_050016100	11763	7529
PKA1H1_STAND_050016300	160	11763
PKA1H1_STAND_050016400	446	160
PKA1H1_STAND_050016500	3900	446
PKA1H1_STAND_050016600	7844	3900
PKA1H1_STAND_050016800	842	7844
PKA1H1_STAND_050016900	1903	842
PKA1H1_STAND_050017000	1434	1903
PKA1H1_STAND_050017100	450	1434
PKA1H1_STAND_050017200	1562	450
PKA1H1_STAND_050017300	3066	1562
PKA1H1_STAND_050017500	716	3066
PKA1H1_STAND_050017600	3048	716
PKA1H1_STAND_050017700	1788	3048
PKA1H1_STAND_050017800	935	1788
PKA1H1_STAND_050017900	40428	935
PKA1H1_STAND_050018400	7014	40428
PKA1H1_STAND_050018500	1912	7014
PKA1H1_STAND_050018600	233	1912
PKA1H1_STAND_050018700	941	233
PKA1H1_STAND_050018800	58	941
PKA1H1_STAND_050018900	2472	58
PKA1H1_STAND_050019000	1286	2472
PKA1H1_STAND_050019100	1259	1286
PKA1H1_STAND_050019200	1598	1259
PKA1H1_STAND_050019300	31199	1598
PKA1H1_STAND_050019600	2557	31199
PKA1H1_STAND_050019700	1987	2557
PKA1H1_STAND_050019800	671	1987
PKA1H1_STAND_050019900	1279	671
PKA1H1_STAND_050020000	1016	1279
PKA1H1_STAND_050020100	467	1016
PKA1H1_STAND_050020200	1050	467
PKA1H1_STAND_050020300	663	1050
PKA1H1_STAND_050020400	661	663
PKA1H1_STAND_050020500	5171	661
PKA1H1_STAND_050020700	2381	5171
PKA1H1_STAND_050020800	12604	2381
PKA1H1_STAND_050021100	4627	12604
PKA1H1_STAND_050021200	867	4627
PKA1H1_STAND_050021300	3345	867
PKA1H1_STAND_050021400	1683	3345
PKA1H1_STAND_050021500	8261	1683
PKA1H1_STAND_050021700	3274	8261
PKA1H1_STAND_050021800	1877	3274
PKA1H1_STAND_050021900	0	1877
PKA1H1_STAND_060005100	4087	0
PKA1H1_STAND_060005200	1528	4087
PKA1H1_STAND_060005300	3650	1528
PKA1H1_STAND_060005400	1905	3650
PKA1H1_STAND_060005500	2001	1905
PKA1H1_STAND_060005600	6333	2001
PKA1H1_STAND_060005800	2620	6333
PKA1H1_STAND_060005900	2239	2620
PKA1H1_STAND_060006000	3889	2239
PKA1H1_STAND_060006100	577	3889
PKA1H1_STAND_060006200	1900	577
PKA1H1_STAND_060006300	1143	1900
PKA1H1_STAND_060006400	1233	1143
PKA1H1_STAND_060006500	1832	1233
PKA1H1_STAND_060006600	2137	1832
PKA1H1_STAND_060006700	3591	2137
PKA1H1_STAND_060006900	1241	3591
PKA1H1_STAND_060007000	875	1241
PKA1H1_STAND_060007100	428	875
PKA1H1_STAND_060007200	622	428
PKA1H1_STAND_060007300	1341	622
PKA1H1_STAND_060007400	3367	1341
PKA1H1_STAND_060007600	9239	3367
PKA1H1_STAND_060007800	3282	9239
PKA1H1_STAND_060008000	5695	3282
PKA1H1_STAND_060008100	75	5695
PKA1H1_STAND_060008200	715	75
PKA1H1_STAND_060008300	14905	715
PKA1H1_STAND_060008500	696	14905
PKA1H1_STAND_060008600	4980	696
PKA1H1_STAND_060008800	5758	4980
PKA1H1_STAND_060009000	1790	5758
PKA1H1_STAND_060009100	891	1790
PKA1H1_STAND_060009200	1207	891
PKA1H1_STAND_060009300	2136	1207
PKA1H1_STAND_060009400	256	2136
PKA1H1_STAND_060009500	761	256
PKA1H1_STAND_060009600	446	761
PKA1H1_STAND_060009700	5849	446
PKA1H1_STAND_060009900	958	5849
PKA1H1_STAND_060010000	2887	958
PKA1H1_STAND_060010100	2423	2887
PKA1H1_STAND_060010200	7319	2423
PKA1H1_STAND_060010400	1045	7319
PKA1H1_STAND_060010500	2144	1045
PKA1H1_STAND_060010600	952	2144
PKA1H1_STAND_060010700	1327	952
PKA1H1_STAND_060010800	21351	1327
PKA1H1_STAND_060011000	2138	21351
PKA1H1_STAND_060011100	8720	2138
PKA1H1_STAND_060011200	1795	8720
PKA1H1_STAND_060011300	488	1795
PKA1H1_STAND_060011400	3001	488
PKA1H1_STAND_060011500	8128	3001
PKA1H1_STAND_060011600	3058	8128
PKA1H1_STAND_060011700	2027	3058
PKA1H1_STAND_060011800	902	2027
PKA1H1_STAND_060011900	3555	902
PKA1H1_STAND_060012000	462	3555
PKA1H1_STAND_060012100	2725	462
PKA1H1_STAND_060012200	4490	2725
PKA1H1_STAND_060012300	6236	4490
PKA1H1_STAND_060012400	18138	6236
PKA1H1_STAND_060012600	881	18138
PKA1H1_STAND_060012700	56	881
PKA1H1_STAND_060012800	48	56
PKA1H1_STAND_060012900	4215	48
PKA1H1_STAND_060013100	1720	4215
PKA1H1_STAND_060013200	708	1720
PKA1H1_STAND_060013300	8723	708
PKA1H1_STAND_060013400	654	8723
PKA1H1_STAND_060013500	1222	654
PKA1H1_STAND_060013600	876	1222
PKA1H1_STAND_060013700	2980	876
PKA1H1_STAND_060013900	85	2980
PKA1H1_STAND_060014000	752	85
PKA1H1_STAND_060014100	2893	752
PKA1H1_STAND_060014200	16529	2893
PKA1H1_STAND_060014600	10626	16529
PKA1H1_STAND_060014900	1621	10626
PKA1H1_STAND_060015000	723	1621
PKA1H1_STAND_060015100	261	723
PKA1H1_STAND_060015200	840	261
PKA1H1_STAND_060015300	1629	840
PKA1H1_STAND_060015400	262	1629
PKA1H1_STAND_060015500	2114	262
PKA1H1_STAND_060015600	165	2114
PKA1H1_STAND_060015700	5880	165
PKA1H1_STAND_060016000	10823	5880
PKA1H1_STAND_060016200	1514	10823
PKA1H1_STAND_060016300	962	1514
PKA1H1_STAND_060016400	8434	962
PKA1H1_STAND_060016700	3187	8434
PKA1H1_STAND_060016800	992	3187
PKA1H1_STAND_060016900	79	992
PKA1H1_STAND_060017000	432	79
PKA1H1_STAND_060017100	1772	432
PKA1H1_STAND_060017200	2800	1772
PKA1H1_STAND_060017300	791	2800
PKA1H1_STAND_060017400	3189	791
PKA1H1_STAND_060017600	1456	3189
PKA1H1_STAND_060017700	1665	1456
PKA1H1_STAND_060017800	342	1665
PKA1H1_STAND_060017900	1211	342
PKA1H1_STAND_060018000	6398	1211
PKA1H1_STAND_060018100	10453	6398
PKA1H1_STAND_060018300	2561	10453
PKA1H1_STAND_060018400	1124	2561
PKA1H1_STAND_060018500	1895	1124
PKA1H1_STAND_060018600	1601	1895
PKA1H1_STAND_060018700	8177	1601
PKA1H1_STAND_060018900	8482	8177
PKA1H1_STAND_060019200	1362	8482
PKA1H1_STAND_060019300	992	1362
PKA1H1_STAND_060019400	1132	992
PKA1H1_STAND_060019500	10316	1132
PKA1H1_STAND_060019700	4146	10316
PKA1H1_STAND_060019800	33	4146
PKA1H1_STAND_060019900	1183	33
PKA1H1_STAND_060020000	1495	1183
PKA1H1_STAND_060020100	13004	1495
PKA1H1_STAND_060020500	353	13004
PKA1H1_STAND_060020600	1036	353
PKA1H1_STAND_060020700	1762	1036
PKA1H1_STAND_060020800	1564	1762
PKA1H1_STAND_060020900	1856	1564
PKA1H1_STAND_060021000	1303	1856
PKA1H1_STAND_060021100	2097	1303
PKA1H1_STAND_060021200	2218	2097
PKA1H1_STAND_060021300	2305	2218
PKA1H1_STAND_060021400	2476	2305
PKA1H1_STAND_060021500	793	2476
PKA1H1_STAND_060021600	3054	793
PKA1H1_STAND_060021700	1405	3054
PKA1H1_STAND_060021800	431	1405
PKA1H1_STAND_060021900	3554	431
PKA1H1_STAND_060022000	1484	3554
PKA1H1_STAND_060022100	3476	1484
PKA1H1_STAND_060022300	1594	3476
PKA1H1_STAND_060022400	1839	1594
PKA1H1_STAND_060022500	177	1839
PKA1H1_STAND_060022600	3881	177
PKA1H1_STAND_060022700	398	3881
PKA1H1_STAND_060022800	1373	398
PKA1H1_STAND_060022900	743	1373
PKA1H1_STAND_060023000	1168	743
PKA1H1_STAND_060023100	7497	1168
PKA1H1_STAND_060023200	1883	7497
PKA1H1_STAND_060023300	1051	1883
PKA1H1_STAND_060023400	1335	1051
PKA1H1_STAND_060023500	379	1335
PKA1H1_STAND_060023600	1626	379
PKA1H1_STAND_060023700	1620	1626
PKA1H1_STAND_060023800	2904	1620
PKA1H1_STAND_060023900	18698	2904
PKA1H1_STAND_060024400	5904	18698
PKA1H1_STAND_060024500	4025	5904
PKA1H1_STAND_060024600	2838	4025
PKA1H1_STAND_060024700	3611	2838
PKA1H1_STAND_060024800	973	3611
PKA1H1_STAND_060024900	527	973
PKA1H1_STAND_060025000	1407	527
PKA1H1_STAND_060025100	871	1407
PKA1H1_STAND_060025200	2632	871
PKA1H1_STAND_060025300	785	2632
PKA1H1_STAND_060025400	1053	785
PKA1H1_STAND_060025500	824	1053
PKA1H1_STAND_060025600	1925	824
PKA1H1_STAND_060025700	5758	1925
PKA1H1_STAND_060025900	1578	5758
PKA1H1_STAND_060026000	1599	1578
PKA1H1_STAND_060026100	1712	1599
PKA1H1_STAND_060026200	4945	1712
PKA1H1_STAND_060026400	2715	4945
PKA1H1_STAND_060026500	1909	2715
PKA1H1_STAND_060026600	1876	1909
PKA1H1_STAND_060026700	155	1876
PKA1H1_STAND_060026800	1301	155
PKA1H1_STAND_060026900	18915	1301
PKA1H1_STAND_060027200	1442	18915
PKA1H1_STAND_060027300	1247	1442
PKA1H1_STAND_060027400	2756	1247
PKA1H1_STAND_060027500	2731	2756
PKA1H1_STAND_060027600	1517	2731
PKA1H1_STAND_060027700	1814	1517
PKA1H1_STAND_060027800	7108	1814
PKA1H1_STAND_060028000	1288	7108
PKA1H1_STAND_060028100	706	1288
PKA1H1_STAND_060028200	676	706
PKA1H1_STAND_060028300	288	676
PKA1H1_STAND_060028400	2632	288
PKA1H1_STAND_060028500	3845	2632
PKA1H1_STAND_060028600	3694	3845
PKA1H1_STAND_060028700	5213	3694
PKA1H1_STAND_060028800	1358	5213
PKA1H1_STAND_060028900	961	1358
PKA1H1_STAND_060029000	4104	961
PKA1H1_STAND_060029100	2186	4104
PKA1H1_STAND_060029200	3261	2186
PKA1H1_STAND_060029300	2661	3261
PKA1H1_STAND_060029400	5381	2661
PKA1H1_STAND_060029500	101	5381
PKA1H1_STAND_060029600	13139	101
PKA1H1_STAND_060029800	0	13139
PKA1H1_STAND_070005000	3200	0
PKA1H1_STAND_070005100	3619	3200
PKA1H1_STAND_070005200	3531	3619
PKA1H1_STAND_070005300	5239	3531
PKA1H1_STAND_070005400	1607	5239
PKA1H1_STAND_070005500	811	1607
PKA1H1_STAND_070005600	2572	811
PKA1H1_STAND_070005700	16858	2572
PKA1H1_STAND_070005900	4237	16858
PKA1H1_STAND_070006000	8872	4237
PKA1H1_STAND_070006200	1355	8872
PKA1H1_STAND_070006300	2045	1355
PKA1H1_STAND_070006400	1091	2045
PKA1H1_STAND_070006500	1744	1091
PKA1H1_STAND_070006600	2392	1744
PKA1H1_STAND_070006700	10386	2392
PKA1H1_STAND_070006900	1725	10386
PKA1H1_STAND_070007000	3126	1725
PKA1H1_STAND_070007100	990	3126
PKA1H1_STAND_070007200	3265	990
PKA1H1_STAND_070007300	692	3265
PKA1H1_STAND_070007400	1823	692
PKA1H1_STAND_070007500	1404	1823
PKA1H1_STAND_070007600	2873	1404
PKA1H1_STAND_070007700	22071	2873
PKA1H1_STAND_070007900	3493	22071
PKA1H1_STAND_070008000	1804	3493
PKA1H1_STAND_070008100	140	1804
PKA1H1_STAND_070008200	8900	140
PKA1H1_STAND_070008400	3962	8900
PKA1H1_STAND_070008500	7706	3962
PKA1H1_STAND_070008700	946	7706
PKA1H1_STAND_070008800	1864	946
PKA1H1_STAND_070008900	6390	1864
PKA1H1_STAND_070009100	1775	6390
PKA1H1_STAND_070009200	8327	1775
PKA1H1_STAND_070009300	1084	8327
PKA1H1_STAND_070009400	433	1084
PKA1H1_STAND_070009500	947	433
PKA1H1_STAND_070009600	243	947
PKA1H1_STAND_070009700	3871	243
PKA1H1_STAND_070009800	958	3871
PKA1H1_STAND_070009900	1064	958
PKA1H1_STAND_070010000	2499	1064
PKA1H1_STAND_070010100	2888	2499
PKA1H1_STAND_070010200	932	2888
PKA1H1_STAND_070010300	2577	932
PKA1H1_STAND_070010400	6072	2577
PKA1H1_STAND_070010700	6392	6072
PKA1H1_STAND_070010800	10309	6392
PKA1H1_STAND_070010900	9720	10309
PKA1H1_STAND_070011100	2809	9720
PKA1H1_STAND_070011200	821	2809
PKA1H1_STAND_070011300	1277	821
PKA1H1_STAND_070011400	888	1277
PKA1H1_STAND_070011500	1159	888
PKA1H1_STAND_070011600	3465	1159
PKA1H1_STAND_070011800	1682	3465
PKA1H1_STAND_070011900	294	1682
PKA1H1_STAND_070012000	802	294
PKA1H1_STAND_070012100	2632	802
PKA1H1_STAND_070012200	4582	2632
PKA1H1_STAND_070012400	5309	4582
PKA1H1_STAND_070012500	1350	5309
PKA1H1_STAND_070012600	1469	1350
PKA1H1_STAND_070012700	377	1469
PKA1H1_STAND_070012800	1297	377
PKA1H1_STAND_070012900	15328	1297
PKA1H1_STAND_070013100	661	15328
PKA1H1_STAND_070013200	1044	661
PKA1H1_STAND_070013300	1785	1044
PKA1H1_STAND_070013400	1327	1785
PKA1H1_STAND_070013500	1107	1327
PKA1H1_STAND_070013600	365	1107
PKA1H1_STAND_070013700	2106	365
PKA1H1_STAND_070013800	8606	2106
PKA1H1_STAND_070014000	11722	8606
PKA1H1_STAND_070014200	1303	11722
PKA1H1_STAND_070014300	4678	1303
PKA1H1_STAND_070014500	162	4678
PKA1H1_STAND_070014600	1287	162
PKA1H1_STAND_070014700	1740	1287
PKA1H1_STAND_070014800	1331	1740
PKA1H1_STAND_070014900	4030	1331
PKA1H1_STAND_070015100	11511	4030
PKA1H1_STAND_070015300	193	11511
PKA1H1_STAND_070015400	1358	193
PKA1H1_STAND_070015500	565	1358
PKA1H1_STAND_070015600	675	565
PKA1H1_STAND_070015700	2076	675
PKA1H1_STAND_070015800	857	2076
PKA1H1_STAND_070015900	1566	857
PKA1H1_STAND_070016000	810	1566
PKA1H1_STAND_070016100	8990	810
PKA1H1_STAND_070016400	867	8990
PKA1H1_STAND_070016500	778	867
PKA1H1_STAND_070016600	6444	778
PKA1H1_STAND_070016800	2869	6444
PKA1H1_STAND_070016900	2745	2869
PKA1H1_STAND_070017000	7749	2745
PKA1H1_STAND_070017200	2495	7749
PKA1H1_STAND_070017300	3758	2495
PKA1H1_STAND_070017400	4078	3758
PKA1H1_STAND_070017500	6092	4078
PKA1H1_STAND_070017700	2175	6092
PKA1H1_STAND_070017800	2239	2175
PKA1H1_STAND_070017900	77	2239
PKA1H1_STAND_070018000	1320	77
PKA1H1_STAND_070018100	2972	1320
PKA1H1_STAND_070018200	796	2972
PKA1H1_STAND_070018300	436	796
PKA1H1_STAND_070018400	1814	436
PKA1H1_STAND_070018500	1424	1814
PKA1H1_STAND_070018600	5122	1424
PKA1H1_STAND_070018800	3241	5122
PKA1H1_STAND_070018900	1055	3241
PKA1H1_STAND_070019000	573	1055
PKA1H1_STAND_070019100	8589	573
PKA1H1_STAND_070019300	1356	8589
PKA1H1_STAND_070019400	2226	1356
PKA1H1_STAND_070019500	5429	2226
PKA1H1_STAND_070019600	1267	5429
PKA1H1_STAND_070019700	459	1267
PKA1H1_STAND_070019800	1349	459
PKA1H1_STAND_070019900	998	1349
PKA1H1_STAND_070020000	1258	998
PKA1H1_STAND_070020100	1091	1258
PKA1H1_STAND_070020200	1380	1091
PKA1H1_STAND_070020300	365	1380
PKA1H1_STAND_070020400	1822	365
PKA1H1_STAND_070020500	633	1822
PKA1H1_STAND_070020600	2711	633
PKA1H1_STAND_070020700	2035	2711
PKA1H1_STAND_070020800	4053	2035
PKA1H1_STAND_070020900	73	4053
PKA1H1_STAND_070021000	1240	73
PKA1H1_STAND_070021100	13396	1240
PKA1H1_STAND_070021300	2177	13396
PKA1H1_STAND_070021400	376	2177
PKA1H1_STAND_070021500	4003	376
PKA1H1_STAND_070021600	440	4003
PKA1H1_STAND_070021700	4835	440
PKA1H1_STAND_070021800	1109	4835
PKA1H1_STAND_070021900	3117	1109
PKA1H1_STAND_070022000	1711	3117
PKA1H1_STAND_070022100	894	1711
PKA1H1_STAND_070022200	3248	894
PKA1H1_STAND_070022400	673	3248
PKA1H1_STAND_070022500	13425	673
PKA1H1_STAND_070022700	633	13425
PKA1H1_STAND_070022800	786	633
PKA1H1_STAND_070022900	1483	786
PKA1H1_STAND_070023000	7573	1483
PKA1H1_STAND_070023200	1107	7573
PKA1H1_STAND_070023300	1313	1107
PKA1H1_STAND_070023400	4774	1313
PKA1H1_STAND_070023600	300	4774
PKA1H1_STAND_070023700	2109	300
PKA1H1_STAND_070023800	9045	2109
PKA1H1_STAND_070024000	220	9045
PKA1H1_STAND_070024100	3559	220
PKA1H1_STAND_070024300	13327	3559
PKA1H1_STAND_070024800	2981	13327
PKA1H1_STAND_070024900	1685	2981
PKA1H1_STAND_070025000	362	1685
PKA1H1_STAND_070025100	1246	362
PKA1H1_STAND_070025200	1808	1246
PKA1H1_STAND_070025300	552	1808
PKA1H1_STAND_070025400	1125	552
PKA1H1_STAND_070025500	1567	1125
PKA1H1_STAND_070025600	1054	1567
PKA1H1_STAND_070025700	1180	1054
PKA1H1_STAND_070025800	1254	1180
PKA1H1_STAND_070025900	885	1254
PKA1H1_STAND_070026000	7408	885
PKA1H1_STAND_070026200	1205	7408
PKA1H1_STAND_070026300	270	1205
PKA1H1_STAND_070026400	1147	270
PKA1H1_STAND_070026500	2527	1147
PKA1H1_STAND_070026600	4807	2527
PKA1H1_STAND_070026700	976	4807
PKA1H1_STAND_070026800	1527	976
PKA1H1_STAND_070026900	153	1527
PKA1H1_STAND_070027000	3642	153
PKA1H1_STAND_070027100	532	3642
PKA1H1_STAND_070027200	9298	532
PKA1H1_STAND_070027400	965	9298
PKA1H1_STAND_070027500	583	965
PKA1H1_STAND_070027600	984	583
PKA1H1_STAND_070027700	4713	984
PKA1H1_STAND_070027900	5570	4713
PKA1H1_STAND_070028100	1233	5570
PKA1H1_STAND_070028200	758	1233
PKA1H1_STAND_070028300	2867	758
PKA1H1_STAND_070028400	2771	2867
PKA1H1_STAND_070028500	1853	2771
PKA1H1_STAND_070028600	547	1853
PKA1H1_STAND_070028700	5714	547
PKA1H1_STAND_070028800	1875	5714
PKA1H1_STAND_070028900	7368	1875
PKA1H1_STAND_070029100	1385	7368
PKA1H1_STAND_070029200	11835	1385
PKA1H1_STAND_070029400	474	11835
PKA1H1_STAND_070029500	4814	474
PKA1H1_STAND_070029700	62	4814
PKA1H1_STAND_070029800	10212	62
PKA1H1_STAND_070029900	2039	10212
PKA1H1_STAND_070030000	1006	2039
PKA1H1_STAND_070030100	160	1006
PKA1H1_STAND_070030200	6137	160
PKA1H1_STAND_070030300	1674	6137
PKA1H1_STAND_070030400	4144	1674
PKA1H1_STAND_070030600	6986	4144
PKA1H1_STAND_070030800	1362	6986
PKA1H1_STAND_070030900	1602	1362
PKA1H1_STAND_070031000	1356	1602
PKA1H1_STAND_070031100	2803	1356
PKA1H1_STAND_070031200	583	2803
PKA1H1_STAND_070031300	1244	583
PKA1H1_STAND_070031400	347	1244
PKA1H1_STAND_070031500	1484	347
PKA1H1_STAND_070031600	862	1484
PKA1H1_STAND_070031700	73	862
PKA1H1_STAND_070031800	874	73
PKA1H1_STAND_070031900	4094	874
PKA1H1_STAND_070032100	922	4094
PKA1H1_STAND_070032200	3661	922
PKA1H1_STAND_070032300	20111	3661
PKA1H1_STAND_070032700	1426	20111
PKA1H1_STAND_070032800	2953	1426
PKA1H1_STAND_070032900	1315	2953
PKA1H1_STAND_070033000	1518	1315
PKA1H1_STAND_070033100	251	1518
PKA1H1_STAND_070033200	1053	251
PKA1H1_STAND_070033300	1935	1053
PKA1H1_STAND_070033400	471	1935
PKA1H1_STAND_070033500	1197	471
PKA1H1_STAND_070033600	2953	1197
PKA1H1_STAND_070033800	690	2953
PKA1H1_STAND_070033900	1639	690
PKA1H1_STAND_070034000	2641	1639
PKA1H1_STAND_070034100	2688	2641
PKA1H1_STAND_070034200	6720	2688
PKA1H1_STAND_070034400	4656	6720
PKA1H1_STAND_070034600	12535	4656
PKA1H1_STAND_070034900	9792	12535
PKA1H1_STAND_070035200	1720	9792
PKA1H1_STAND_070035300	4521	1720
PKA1H1_STAND_070035500	872	4521
PKA1H1_STAND_070035600	582	872
PKA1H1_STAND_070035700	1207	582
PKA1H1_STAND_070035800	10304	1207
PKA1H1_STAND_070036000	475	10304
PKA1H1_STAND_070036100	1306	475
PKA1H1_STAND_070036200	5	1306
PKA1H1_STAND_070036300	531	5
PKA1H1_STAND_070036400	280	531
PKA1H1_STAND_070036500	466	280
PKA1H1_STAND_070036600	1797	466
PKA1H1_STAND_070036700	4895	1797
PKA1H1_STAND_070036900	205	4895
PKA1H1_STAND_070037000	1179	205
PKA1H1_STAND_070037100	377	1179
PKA1H1_STAND_070037200	117	377
PKA1H1_STAND_070037300	1522	117
PKA1H1_STAND_070037400	1742	1522
PKA1H1_STAND_070037500	776	1742
PKA1H1_STAND_070037600	153	776
PKA1H1_STAND_070037700	1040	153
PKA1H1_STAND_070037800	1094	1040
PKA1H1_STAND_070037900	274	1094
PKA1H1_STAND_070038000	1058	274
PKA1H1_STAND_070038100	1184	1058
PKA1H1_STAND_070038200	492	1184
PKA1H1_STAND_070038300	2193	492
PKA1H1_STAND_070038400	1932	2193
PKA1H1_STAND_070038500	2589	1932
PKA1H1_STAND_070038600	3206	2589
PKA1H1_STAND_070038800	149	3206
PKA1H1_STAND_070038900	874	149
PKA1H1_STAND_070039000	788	874
PKA1H1_STAND_070039100	4059	788
PKA1H1_STAND_070039200	1346	4059
PKA1H1_STAND_070039300	1491	1346
PKA1H1_STAND_070039400	9687	1491
PKA1H1_STAND_070039600	2882	9687
PKA1H1_STAND_070039700	1893	2882
PKA1H1_STAND_070039800	3920	1893
PKA1H1_STAND_070039900	3125	3920
PKA1H1_STAND_070040000	3149	3125
PKA1H1_STAND_070040100	10266	3149
PKA1H1_STAND_070040300	0	10266
PKA1H1_STAND_080005000	2793	0
PKA1H1_STAND_080005100	3360	2793
PKA1H1_STAND_080005200	11229	3360
PKA1H1_STAND_080005400	11748	11229
PKA1H1_STAND_080005500	26759	11748
PKA1H1_STAND_080005700	8899	26759
PKA1H1_STAND_080005900	7130	8899
PKA1H1_STAND_080006000	4582	7130
