geneid	fiveprime	threeprime	Class
PKCLINC048_040019500	4545	875	busco
PKCLINC048_040019600	602	4545	NA
PKCLINC048_040019700	1140	602	NA
PKCLINC048_040019800	2279	1140	NA
PKCLINC048_040019900	1280	2279	NA
PKCLINC048_040020000	523	1280	busco
PKCLINC048_040020100	1898	523	busco
PKCLINC048_040020200	296	1898	NA
PKCLINC048_040020300	1376	296	NA
PKCLINC048_040020400	2260	1376	NA
PKCLINC048_040020500	195	2260	NA
PKCLINC048_040020600	978	195	NA
PKCLINC048_040020700	872	978	NA
PKCLINC048_040020800	5386	872	NA
PKCLINC048_040021100	702	5386	NA
PKCLINC048_040021200	3291	702	NA
PKCLINC048_040021300	1550	3291	NA
PKCLINC048_040021400	1463	1550	NA
PKCLINC048_040021500	835	1463	NA
PKCLINC048_040021600	417	835	NA
PKCLINC048_040021700	4434	417	NA
PKCLINC048_040021800	17065	4434	NA
PKCLINC048_040022000	3909	17065	NA
PKCLINC048_040022100	1342	3909	NA
PKCLINC048_040022200	841	1342	NA
PKCLINC048_040022300	1877	841	NA
PKCLINC048_040022400	1890	1877	NA
PKCLINC048_040022500	599	1890	NA
PKCLINC048_040022600	1476	599	NA
PKCLINC048_040022700	1680	1476	NA
PKCLINC048_040022800	612	1680	NA
PKCLINC048_040022900	1128	612	NA
PKCLINC048_040023000	1229	1128	NA
PKCLINC048_040023100	3202	1229	NA
PKCLINC048_040023200	344	3202	NA
PKCLINC048_040023300	534	344	NA
PKCLINC048_040023400	648	534	NA
PKCLINC048_040023500	1019	648	NA
PKCLINC048_040023600	3428	1019	NA
PKCLINC048_040023700	4343	3428	NA
PKCLINC048_040023800	2821	4343	NA
PKCLINC048_040023900	21879	2821	NA
PKCLINC048_040024200	3571	21879	sicavarI
PKCLINC048_040024300	1009	3571	NA
PKCLINC048_040024400	115	1009	NA
PKCLINC048_040024500	1567	115	NA
PKCLINC048_040024600	1939	1567	NA
PKCLINC048_040024700	1210	1939	NA
PKCLINC048_040024800	1016	1210	NA
PKCLINC048_040024900	622	1016	NA
PKCLINC048_040025000	471	622	NA
PKCLINC048_040025100	3044	471	NA
PKCLINC048_040025200	710	3044	NA
PKCLINC048_040025300	4399	710	NA
PKCLINC048_040025400	4285	4399	NA
PKCLINC048_040025500	7071	4285	NA
PKCLINC048_040025700	9181	7071	NA
PKCLINC048_040025900	783	9181	NA
PKCLINC048_040026000	881	783	NA
PKCLINC048_040026100	3259	881	NA
PKCLINC048_040026200	808	3259	NA
PKCLINC048_040026300	1711	808	NA
PKCLINC048_040026400	1610	1711	NA
PKCLINC048_040026500	1486	1610	NA
PKCLINC048_040026600	2459	1486	NA
PKCLINC048_040026700	831	2459	NA
PKCLINC048_040026800	1443	831	NA
PKCLINC048_040026900	173	1443	NA
PKCLINC048_040027000	2409	173	NA
PKCLINC048_040027100	805	2409	NA
PKCLINC048_040027200	3063	805	NA
PKCLINC048_040027300	1706	3063	NA
PKCLINC048_040027400	442	1706	NA
PKCLINC048_040027500	3429	442	NA
PKCLINC048_040027600	3448	3429	NA
PKCLINC048_040027700	365	3448	busco
PKCLINC048_040027800	6046	365	NA
PKCLINC048_040028000	6	6046	NA
PKCLINC048_040028100	3136	6	NA
PKCLINC048_040028200	1525	3136	NA
PKCLINC048_040028300	720	1525	NA
PKCLINC048_040028400	526	720	NA
PKCLINC048_040028500	1655	526	NA
PKCLINC048_040028600	134	1655	NA
PKCLINC048_040028700	675	134	NA
PKCLINC048_040028800	1988	675	NA
PKCLINC048_040028900	1227	1988	NA
PKCLINC048_040029000	2898	1227	NA
PKCLINC048_040029100	2163	2898	sicavarI
PKCLINC048_040029200	662	2163	NA
PKCLINC048_040029300	4654	662	NA
PKCLINC048_040029400	2442	4654	NA
PKCLINC048_040029500	1493	2442	NA
PKCLINC048_040029600	1351	1493	NA
PKCLINC048_040029700	571	1351	NA
PKCLINC048_040029800	2090	571	NA
PKCLINC048_040029900	3369	2090	busco
PKCLINC048_040030000	1716	3369	NA
PKCLINC048_040030100	7067	1716	NA
PKCLINC048_040030200	0	7067	NA
PKCLINC048_050005100	23433	0	NA
PKCLINC048_050005500	15681	23433	NA
PKCLINC048_050005600	3111	15681	NA
PKCLINC048_050005700	2781	3111	NA
PKCLINC048_050005800	2831	2781	NA
PKCLINC048_050005900	1503	2831	NA
PKCLINC048_050006000	2799	1503	NA
PKCLINC048_050006100	5887	2799	NA
PKCLINC048_050006200	7036	5887	NA
PKCLINC048_050006300	2158	7036	NA
PKCLINC048_050006400	2669	2158	NA
PKCLINC048_050006500	2354	2669	NA
PKCLINC048_050006600	3317	2354	NA
PKCLINC048_050006700	2181	3317	NA
PKCLINC048_050006800	1910	2181	NA
PKCLINC048_050006900	1529	1910	NA
PKCLINC048_050007000	5244	1529	NA
PKCLINC048_050007100	4064	5244	sicavarI
PKCLINC048_050007200	991	4064	NA
PKCLINC048_050007300	2076	991	NA
PKCLINC048_050007400	563	2076	NA
PKCLINC048_050007500	6343	563	NA
PKCLINC048_050007700	104	6343	NA
PKCLINC048_050007800	5196	104	NA
PKCLINC048_050008000	1178	5196	NA
PKCLINC048_050008100	1782	1178	NA
PKCLINC048_050008200	164	1782	NA
PKCLINC048_050008300	979	164	NA
PKCLINC048_050008400	759	979	NA
PKCLINC048_050008500	2010	759	NA
PKCLINC048_050008600	1755	2010	NA
PKCLINC048_050008700	1048	1755	NA
PKCLINC048_050008800	194	1048	NA
PKCLINC048_050008900	1048	194	busco
PKCLINC048_050009000	641	1048	NA
PKCLINC048_050009100	1987	641	NA
PKCLINC048_050009200	1454	1987	NA
PKCLINC048_050009300	1360	1454	NA
PKCLINC048_050009400	108	1360	NA
PKCLINC048_050009500	1333	108	NA
PKCLINC048_050009600	1027	1333	NA
PKCLINC048_050009700	493	1027	NA
PKCLINC048_050009800	1472	493	NA
PKCLINC048_050009900	2229	1472	NA
PKCLINC048_050010000	362	2229	NA
PKCLINC048_050010100	841	362	NA
PKCLINC048_050010200	1066	841	NA
PKCLINC048_050010300	8055	1066	NA
PKCLINC048_050010400	1823	8055	NA
PKCLINC048_050010500	1645	1823	NA
PKCLINC048_050010600	451	1645	NA
PKCLINC048_050010700	1256	451	NA
PKCLINC048_050010800	1347	1256	NA
PKCLINC048_050010900	754	1347	NA
PKCLINC048_050011000	2423	754	NA
PKCLINC048_050011100	781	2423	NA
PKCLINC048_050011200	1112	781	NA
PKCLINC048_050011300	9548	1112	NA
PKCLINC048_050011400	685	9548	NA
PKCLINC048_050011500	1520	685	NA
PKCLINC048_050011600	368	1520	NA
PKCLINC048_050011700	1159	368	NA
PKCLINC048_050011800	836	1159	NA
PKCLINC048_050011900	1122	836	NA
PKCLINC048_050012000	4412	1122	NA
PKCLINC048_050012100	1975	4412	NA
PKCLINC048_050012200	21202	1975	NA
PKCLINC048_050012300	11652	21202	sicavarI
PKCLINC048_050012500	8167	11652	sicavarI
PKCLINC048_050012600	1611	8167	NA
PKCLINC048_050012700	3302	1611	NA
PKCLINC048_050012800	1561	3302	NA
PKCLINC048_050012900	2895	1561	NA
PKCLINC048_050013000	358	2895	NA
PKCLINC048_050013100	816	358	NA
PKCLINC048_050013200	2741	816	NA
PKCLINC048_050013300	533	2741	NA
PKCLINC048_050013400	2406	533	NA
PKCLINC048_050013500	850	2406	NA
PKCLINC048_050013600	1790	850	NA
PKCLINC048_050013700	10317	1790	NA
PKCLINC048_050013900	827	10317	NA
PKCLINC048_050014000	3251	827	NA
PKCLINC048_050014100	924	3251	NA
PKCLINC048_050014200	19851	924	NA
PKCLINC048_050014400	5382	19851	NA
PKCLINC048_050014600	621	5382	NA
PKCLINC048_050014700	2169	621	NA
PKCLINC048_050014800	726	2169	NA
PKCLINC048_050014900	869	726	NA
PKCLINC048_050015000	2935	869	NA
PKCLINC048_050015100	651	2935	NA
PKCLINC048_050015200	8805	651	NA
PKCLINC048_050015300	167	8805	NA
PKCLINC048_050015400	428	167	busco
PKCLINC048_050015500	3629	428	busco
PKCLINC048_050015600	1793	3629	NA
PKCLINC048_050015700	1146	1793	NA
PKCLINC048_050015800	847	1146	NA
PKCLINC048_050015900	1893	847	NA
PKCLINC048_050016000	1437	1893	NA
PKCLINC048_050016100	471	1437	NA
PKCLINC048_050016200	1553	471	NA
PKCLINC048_050016300	473	1553	NA
PKCLINC048_050016400	887	473	NA
PKCLINC048_050016500	238	887	NA
PKCLINC048_050016600	850	238	NA
PKCLINC048_050016700	2979	850	NA
PKCLINC048_050016800	1906	2979	NA
PKCLINC048_050016900	930	1906	NA
PKCLINC048_050017000	31493	930	NA
PKCLINC048_050017300	636	31493	busco
PKCLINC048_050017400	595	636	NA
PKCLINC048_050017500	7055	595	NA
PKCLINC048_050017600	1811	7055	NA
PKCLINC048_050017700	2599	1811	NA
PKCLINC048_050017900	58	2599	NA
PKCLINC048_050018000	2482	58	NA
PKCLINC048_050018100	1292	2482	NA
PKCLINC048_050018200	1262	1292	NA
PKCLINC048_050018300	1605	1262	NA
PKCLINC048_050018400	27182	1605	NA
PKCLINC048_050018700	2510	27182	NA
PKCLINC048_050018800	1994	2510	NA
PKCLINC048_050018900	721	1994	NA
PKCLINC048_050019000	1265	721	NA
PKCLINC048_050019100	1084	1265	NA
PKCLINC048_050019200	467	1084	NA
PKCLINC048_050019300	2760	467	NA
PKCLINC048_050019500	666	2760	NA
PKCLINC048_050019600	898	666	NA
PKCLINC048_050019700	2706	898	NA
PKCLINC048_050019800	2383	2706	NA
PKCLINC048_050019900	1481	2383	NA
PKCLINC048_050020000	2177	1481	NA
PKCLINC048_050020100	3746	2177	NA
PKCLINC048_050020200	5889	3746	NA
PKCLINC048_050020300	3390	5889	NA
PKCLINC048_050020400	1693	3390	NA
PKCLINC048_050020500	4364	1693	NA
PKCLINC048_050020600	2655	4364	NA
PKCLINC048_050020700	3262	2655	NA
PKCLINC048_050020800	1875	3262	NA
PKCLINC048_050020900	5311	1875	NA
PKCLINC048_050021000	1181	5311	sicavarI
PKCLINC048_050021100	0	1181	sicavarI
PKCLINC048_060005000	6224	0	NA
PKCLINC048_060005100	6729	6224	sicavarI
PKCLINC048_060005300	11866	6729	sicavarI
PKCLINC048_060005500	4082	11866	NA
PKCLINC048_060005600	1741	4082	NA
PKCLINC048_060005700	3684	1741	NA
PKCLINC048_060005800	1887	3684	NA
PKCLINC048_060005900	2003	1887	NA
PKCLINC048_060006000	2427	2003	NA
PKCLINC048_060006100	6673	2427	NA
PKCLINC048_060006300	2238	6673	NA
PKCLINC048_060006400	3884	2238	NA
PKCLINC048_060006500	741	3884	NA
PKCLINC048_060006600	1888	741	NA
PKCLINC048_060006700	1204	1888	NA
PKCLINC048_060006800	1229	1204	NA
PKCLINC048_060006900	1703	1229	busco
PKCLINC048_060007000	2171	1703	NA
PKCLINC048_060007100	3588	2171	NA
PKCLINC048_060007300	1161	3588	NA
PKCLINC048_060007400	866	1161	busco
PKCLINC048_060007500	455	866	NA
PKCLINC048_060007600	585	455	NA
PKCLINC048_060007700	1335	585	NA
PKCLINC048_060007800	2032	1335	NA
PKCLINC048_060008000	205	2032	NA
PKCLINC048_060008100	9395	205	busco
PKCLINC048_060008300	1070	9395	NA
PKCLINC048_060008400	90	1070	NA
PKCLINC048_060008500	3380	90	NA
PKCLINC048_060008600	711	3380	NA
PKCLINC048_060008700	2478	711	NA
PKCLINC048_060008800	7766	2478	NA
PKCLINC048_060008900	702	7766	NA
PKCLINC048_060009000	1417	702	NA
PKCLINC048_060009100	3580	1417	NA
PKCLINC048_060009300	1833	3580	NA
PKCLINC048_060009400	1763	1833	NA
PKCLINC048_060009500	676	1763	NA
PKCLINC048_060009600	1167	676	NA
PKCLINC048_060009700	2145	1167	NA
PKCLINC048_060009800	176	2145	NA
PKCLINC048_060009900	469	176	NA
PKCLINC048_060010000	436	469	NA
PKCLINC048_060010100	1009	436	NA
PKCLINC048_060010200	479	1009	NA
PKCLINC048_060010300	813	479	NA
PKCLINC048_060010400	2732	813	NA
PKCLINC048_060010500	2381	2732	NA
PKCLINC048_060010600	584	2381	NA
PKCLINC048_060010700	1928	584	NA
PKCLINC048_060010800	1049	1928	NA
PKCLINC048_060010900	2057	1049	NA
PKCLINC048_060011000	957	2057	NA
PKCLINC048_060011100	1309	957	NA
PKCLINC048_060011200	879	1309	NA
PKCLINC048_060011300	2345	879	NA
PKCLINC048_060011400	2196	2345	NA
PKCLINC048_060011500	8696	2196	NA
PKCLINC048_060011600	1779	8696	NA
PKCLINC048_060011700	485	1779	busco
PKCLINC048_060011800	2993	485	NA
PKCLINC048_060011900	7965	2993	NA
PKCLINC048_060012000	3041	7965	NA
PKCLINC048_060012100	2036	3041	NA
PKCLINC048_060012200	894	2036	NA
PKCLINC048_060012300	3561	894	NA
PKCLINC048_060012400	480	3561	NA
PKCLINC048_060012500	6995	480	NA
PKCLINC048_060012700	31724	6995	sicavarI
PKCLINC048_060012800	890	31724	NA
PKCLINC048_060012900	1846	890	NA
PKCLINC048_060013000	881	1846	NA
PKCLINC048_060013100	57	881	NA
PKCLINC048_060013200	49	57	NA
PKCLINC048_060013300	191	49	NA
PKCLINC048_060013400	1058	191	NA
PKCLINC048_060013500	1743	1058	NA
PKCLINC048_060013600	19010	1743	NA
PKCLINC048_060013800	5983	19010	NA
PKCLINC048_060014000	826	5983	NA
PKCLINC048_060014100	638	826	NA
PKCLINC048_060014200	885	638	NA
PKCLINC048_060014300	84	885	NA
PKCLINC048_060014400	744	84	NA
PKCLINC048_060014500	2880	744	NA
PKCLINC048_060014600	1170	2880	NA
PKCLINC048_060014700	9712	1170	NA
PKCLINC048_060014900	159	9712	busco
PKCLINC048_060015000	805	159	NA
PKCLINC048_060015100	1140	805	NA
PKCLINC048_060015200	528	1140	NA
PKCLINC048_060015300	1610	528	NA
PKCLINC048_060015400	692	1610	NA
PKCLINC048_060015500	260	692	NA
PKCLINC048_060015600	846	260	NA
PKCLINC048_060015700	1507	846	NA
PKCLINC048_060015800	2091	1507	NA
PKCLINC048_060015900	165	2091	NA
PKCLINC048_060016000	602	165	NA
PKCLINC048_060016100	56	602	NA
PKCLINC048_060016200	817	56	NA
PKCLINC048_060016300	1308	817	NA
PKCLINC048_060016400	4410	1308	NA
PKCLINC048_060016500	1489	4410	NA
PKCLINC048_060016600	937	1489	NA
PKCLINC048_060016700	2215	937	NA
PKCLINC048_060016800	1349	2215	NA
PKCLINC048_060016900	937	1349	NA
PKCLINC048_060017000	3247	937	NA
PKCLINC048_060017100	1023	3247	NA
PKCLINC048_060017200	79	1023	NA
PKCLINC048_060017300	426	79	NA
PKCLINC048_060017400	1801	426	NA
PKCLINC048_060017500	2822	1801	NA
PKCLINC048_060017600	775	2822	NA
PKCLINC048_060017700	678	775	NA
PKCLINC048_060017800	492	678	NA
PKCLINC048_060017900	1452	492	NA
PKCLINC048_060018000	1471	1452	NA
PKCLINC048_060018100	394	1471	NA
PKCLINC048_060018200	1195	394	NA
PKCLINC048_060018300	5727	1195	NA
PKCLINC048_060018400	30769	5727	NA
PKCLINC048_060018900	2596	30769	NA
PKCLINC048_060019000	1136	2596	NA
PKCLINC048_060019100	1915	1136	NA
PKCLINC048_060019200	1592	1915	NA
PKCLINC048_060019300	8188	1592	NA
PKCLINC048_060019500	1045	8188	NA
PKCLINC048_060019600	1270	1045	NA
PKCLINC048_060019700	2226	1270	NA
PKCLINC048_060019800	1403	2226	NA
PKCLINC048_060019900	921	1403	NA
PKCLINC048_060020000	1154	921	NA
PKCLINC048_060020100	4743	1154	NA
PKCLINC048_060020200	1313	4743	NA
PKCLINC048_060020300	427	1313	NA
PKCLINC048_060020400	1220	427	NA
PKCLINC048_060020500	1548	1220	NA
PKCLINC048_060020600	5574	1548	NA
PKCLINC048_060020700	1915	5574	NA
PKCLINC048_060020800	4309	1915	NA
PKCLINC048_060021100	1035	4309	NA
PKCLINC048_060021200	1765	1035	NA
PKCLINC048_060021300	1623	1765	NA
PKCLINC048_060021400	1855	1623	NA
PKCLINC048_060021500	1311	1855	NA
PKCLINC048_060021600	2071	1311	NA
PKCLINC048_060021700	2276	2071	NA
PKCLINC048_060021800	2080	2276	NA
PKCLINC048_060021900	2470	2080	NA
PKCLINC048_060022000	790	2470	NA
PKCLINC048_060022100	22524	790	NA
PKCLINC048_060022600	430	22524	NA
PKCLINC048_060022700	3569	430	NA
PKCLINC048_060022800	1448	3569	NA
PKCLINC048_060022900	862	1448	NA
PKCLINC048_060023000	265	862	NA
PKCLINC048_060023100	1586	265	busco
PKCLINC048_060023200	1833	1586	NA
PKCLINC048_060023300	174	1833	NA
PKCLINC048_060023400	4848	174	NA
PKCLINC048_060023500	1839	4848	NA
PKCLINC048_060023600	6674	1839	NA
PKCLINC048_060023800	1174	6674	NA
PKCLINC048_060023900	7510	1174	NA
PKCLINC048_060024000	1883	7510	NA
PKCLINC048_060024100	1060	1883	NA
PKCLINC048_060024200	1330	1060	NA
PKCLINC048_060024300	380	1330	NA
PKCLINC048_060024400	1629	380	busco
PKCLINC048_060024500	1636	1629	NA
PKCLINC048_060024600	3164	1636	NA
PKCLINC048_060024700	28443	3164	KIR
PKCLINC048_060025000	5935	28443	NA
PKCLINC048_060025100	3612	5935	NA
PKCLINC048_060025200	976	3612	NA
PKCLINC048_060025300	531	976	NA
PKCLINC048_060025400	1429	531	NA
PKCLINC048_060025500	852	1429	NA
PKCLINC048_060025600	2632	852	NA
PKCLINC048_060025700	770	2632	NA
PKCLINC048_060025800	1067	770	NA
PKCLINC048_060025900	808	1067	NA
PKCLINC048_060026000	1941	808	NA
PKCLINC048_060026100	844	1941	NA
PKCLINC048_060026200	1741	844	NA
PKCLINC048_060026300	1565	1741	NA
PKCLINC048_060026400	6332	1565	NA
PKCLINC048_060026600	1979	6332	NA
PKCLINC048_060026700	1604	1979	NA
PKCLINC048_060026800	2729	1604	NA
PKCLINC048_060026900	1891	2729	NA
PKCLINC048_060027000	1893	1891	NA
PKCLINC048_060027100	155	1893	NA
PKCLINC048_060027200	1360	155	NA
PKCLINC048_060027300	1223	1360	NA
PKCLINC048_060027400	11615	1223	NA
PKCLINC048_060027600	1458	11615	NA
PKCLINC048_060027700	1194	1458	NA
PKCLINC048_060027800	2797	1194	NA
PKCLINC048_060027900	2661	2797	NA
PKCLINC048_060028000	1540	2661	NA
PKCLINC048_060028100	1808	1540	NA
PKCLINC048_060028200	249	1808	NA
PKCLINC048_060028300	620	249	NA
PKCLINC048_060028400	1328	620	NA
PKCLINC048_060028500	703	1328	NA
PKCLINC048_060028600	690	703	NA
PKCLINC048_060028700	290	690	NA
PKCLINC048_060028800	2634	290	NA
PKCLINC048_060028900	3793	2634	NA
PKCLINC048_060029000	3708	3793	NA
PKCLINC048_060029100	5221	3708	NA
PKCLINC048_060029200	1359	5221	NA
PKCLINC048_060029300	976	1359	KIR
PKCLINC048_060029400	4077	976	NA
PKCLINC048_060029500	2185	4077	NA
PKCLINC048_060029600	3425	2185	NA
PKCLINC048_060029700	10631	3425	NA
PKCLINC048_060029800	0	10631	sicavarI
PKCLINC048_070005000	3219	0	NA
PKCLINC048_070005100	3617	3219	NA
PKCLINC048_070005200	3532	3617	NA
PKCLINC048_070005300	5239	3532	NA
PKCLINC048_070005400	1605	5239	NA
PKCLINC048_070005500	818	1605	NA
PKCLINC048_070005600	2568	818	busco
PKCLINC048_070005700	5102	2568	NA
PKCLINC048_070005800	1940	5102	NA
PKCLINC048_070005900	4235	1940	NA
PKCLINC048_070006000	1495	4235	NA
PKCLINC048_070006100	2897	1495	NA
PKCLINC048_070006200	1361	2897	NA
PKCLINC048_070006300	2051	1361	NA
PKCLINC048_070006400	1094	2051	NA
PKCLINC048_070006500	1726	1094	NA
PKCLINC048_070006600	2463	1726	NA
PKCLINC048_070006700	495	2463	NA
PKCLINC048_070006800	1184	495	NA
PKCLINC048_070006900	1746	1184	NA
PKCLINC048_070007000	3153	1746	NA
PKCLINC048_070007100	1023	3153	NA
PKCLINC048_070007200	3309	1023	NA
PKCLINC048_070007300	699	3309	NA
PKCLINC048_070007400	1828	699	NA
PKCLINC048_070007500	1386	1828	NA
PKCLINC048_070007600	2826	1386	NA
PKCLINC048_070007700	2986	2826	NA
PKCLINC048_070007800	1740	2986	NA
PKCLINC048_070007900	3511	1740	NA
PKCLINC048_070008000	1888	3511	NA
PKCLINC048_070008100	133	1888	NA
PKCLINC048_070008200	3525	133	busco
PKCLINC048_070008300	1079	3525	NA
PKCLINC048_070008400	3957	1079	NA
PKCLINC048_070008500	1381	3957	NA
PKCLINC048_070008600	1166	1381	NA
PKCLINC048_070008700	937	1166	NA
PKCLINC048_070008800	1939	937	NA
PKCLINC048_070008900	645	1939	NA
PKCLINC048_070009000	3358	645	NA
PKCLINC048_070009100	1767	3358	NA
PKCLINC048_070009200	8326	1767	NA
PKCLINC048_070009300	1083	8326	NA
PKCLINC048_070009400	436	1083	NA
PKCLINC048_070009500	952	436	NA
PKCLINC048_070009600	253	952	NA
PKCLINC048_070009700	3884	253	NA
PKCLINC048_070009800	900	3884	NA
PKCLINC048_070009900	1051	900	NA
PKCLINC048_070010000	2486	1051	NA
PKCLINC048_070010100	2881	2486	NA
PKCLINC048_070010200	927	2881	NA
PKCLINC048_070010300	2565	927	NA
PKCLINC048_070010400	379	2565	NA
PKCLINC048_070010500	1316	379	NA
PKCLINC048_070010600	1752	1316	NA
PKCLINC048_070010700	5418	1752	NA
PKCLINC048_070010800	18156	5418	sicavarI
PKCLINC048_070011100	7152	18156	NA
PKCLINC048_070011200	3462	7152	NA
PKCLINC048_070011300	931	3462	NA
PKCLINC048_070011400	2861	931	NA
PKCLINC048_070011500	839	2861	NA
PKCLINC048_070011600	1279	839	NA
PKCLINC048_070011700	888	1279	NA
PKCLINC048_070011800	1176	888	NA
PKCLINC048_070011900	3472	1176	NA
PKCLINC048_070012100	1672	3472	NA
PKCLINC048_070012200	294	1672	NA
PKCLINC048_070012300	800	294	NA
PKCLINC048_070012400	2602	800	NA
PKCLINC048_070012500	2275	2602	NA
PKCLINC048_070012600	1123	2275	NA
PKCLINC048_070012700	5332	1123	NA
PKCLINC048_070012800	1343	5332	NA
PKCLINC048_070012900	1499	1343	NA
PKCLINC048_070013000	468	1499	NA
PKCLINC048_070013100	1282	468	NA
PKCLINC048_070013200	15301	1282	busco
PKCLINC048_070013400	659	15301	NA
PKCLINC048_070013500	1041	659	NA
PKCLINC048_070013600	1897	1041	NA
PKCLINC048_070013700	765	1897	NA
PKCLINC048_070013800	1104	765	NA
PKCLINC048_070013900	364	1104	NA
PKCLINC048_070014000	8503	364	busco
PKCLINC048_070014100	2127	8503	NA
PKCLINC048_070014200	1246	2127	NA
PKCLINC048_070014300	588	1246	NA
PKCLINC048_070014400	1342	588	NA
PKCLINC048_070014500	2299	1342	NA
PKCLINC048_070014600	874	2299	NA
PKCLINC048_070014700	162	874	NA
PKCLINC048_070014800	1272	162	NA
PKCLINC048_070014900	1745	1272	NA
PKCLINC048_070015000	1331	1745	NA
PKCLINC048_070015100	1362	1331	NA
PKCLINC048_070015200	1328	1362	NA
PKCLINC048_070015300	3357	1328	NA
PKCLINC048_070015400	5568	3357	NA
PKCLINC048_070015600	280	5568	NA
PKCLINC048_070015700	1374	280	NA
PKCLINC048_070015800	606	1374	NA
PKCLINC048_070015900	680	606	NA
PKCLINC048_070016000	2056	680	NA
PKCLINC048_070016100	853	2056	NA
PKCLINC048_070016200	1586	853	NA
PKCLINC048_070016300	811	1586	NA
PKCLINC048_070016400	4866	811	NA
PKCLINC048_070016600	2308	4866	NA
PKCLINC048_070016700	853	2308	NA
PKCLINC048_070016800	783	853	NA
PKCLINC048_070016900	543	783	NA
PKCLINC048_070017000	2771	543	NA
PKCLINC048_070017100	2854	2771	NA
PKCLINC048_070017200	2718	2854	busco
PKCLINC048_070017300	800	2718	NA
PKCLINC048_070017400	1838	800	NA
PKCLINC048_070017500	2500	1838	NA
PKCLINC048_070017600	4474	2500	NA
PKCLINC048_070017700	2166	4474	NA
PKCLINC048_070017800	2456	2166	NA
PKCLINC048_070017900	731	2456	NA
PKCLINC048_070018000	2173	731	NA
PKCLINC048_070018100	2237	2173	NA
PKCLINC048_070018200	77	2237	NA
PKCLINC048_070018300	1265	77	NA
PKCLINC048_070018400	2898	1265	NA
PKCLINC048_070018500	627	2898	NA
PKCLINC048_070018600	436	627	NA
PKCLINC048_070018700	1804	436	NA
PKCLINC048_070018800	1424	1804	NA
PKCLINC048_070018900	8646	1424	NA
PKCLINC048_070019100	1060	8646	NA
PKCLINC048_070019200	576	1060	NA
PKCLINC048_070019300	8524	576	NA
PKCLINC048_070019500	1349	8524	NA
PKCLINC048_070019600	2211	1349	NA
PKCLINC048_070019700	5488	2211	NA
PKCLINC048_070019800	1269	5488	NA
PKCLINC048_070019900	466	1269	NA
PKCLINC048_070020000	1326	466	NA
PKCLINC048_070020100	994	1326	NA
PKCLINC048_070020200	1252	994	NA
PKCLINC048_070020300	6644	1252	NA
PKCLINC048_070020500	353	6644	NA
PKCLINC048_070020600	1826	353	NA
PKCLINC048_070020700	640	1826	NA
PKCLINC048_070020800	2740	640	NA
PKCLINC048_070020900	2034	2740	NA
PKCLINC048_070021000	3994	2034	NA
PKCLINC048_070021100	73	3994	NA
PKCLINC048_070021200	1227	73	NA
PKCLINC048_070021300	13469	1227	NA
PKCLINC048_070021500	2172	13469	NA
PKCLINC048_070021600	367	2172	NA
PKCLINC048_070021700	4025	367	NA
PKCLINC048_070021800	470	4025	NA
PKCLINC048_070021900	4830	470	NA
PKCLINC048_070022000	1136	4830	NA
PKCLINC048_070022100	3170	1136	NA
PKCLINC048_070022200	1724	3170	NA
PKCLINC048_070022300	929	1724	NA
PKCLINC048_070022400	1087	929	NA
PKCLINC048_070022500	696	1087	NA
PKCLINC048_070022600	646	696	NA
PKCLINC048_070022700	13478	646	NA
PKCLINC048_070022900	614	13478	NA
PKCLINC048_070023000	784	614	NA
PKCLINC048_070023100	1494	784	NA
PKCLINC048_070023200	1193	1494	NA
PKCLINC048_070023300	1458	1193	NA
PKCLINC048_070023400	879	1458	NA
PKCLINC048_070023500	1294	879	NA
PKCLINC048_070023600	1494	1294	NA
PKCLINC048_070023700	1760	1494	NA
PKCLINC048_070023800	310	1760	NA
PKCLINC048_070023900	3658	310	NA
PKCLINC048_070024100	1433	3658	NA
PKCLINC048_070024200	223	1433	NA
PKCLINC048_070024300	732	223	NA
PKCLINC048_070024400	1508	732	NA
PKCLINC048_070024500	438	1508	NA
PKCLINC048_070024600	516	438	NA
PKCLINC048_070024700	1498	516	NA
PKCLINC048_070024800	933	1498	NA
PKCLINC048_070024900	1813	933	NA
PKCLINC048_070025000	2945	1813	NA
PKCLINC048_070025100	1653	2945	NA
PKCLINC048_070025200	366	1653	NA
PKCLINC048_070025300	1244	366	NA
PKCLINC048_070025400	1786	1244	NA
PKCLINC048_070025500	546	1786	NA
PKCLINC048_070025600	1119	546	NA
PKCLINC048_070025700	1556	1119	NA
PKCLINC048_070025800	1048	1556	NA
PKCLINC048_070025900	1042	1048	NA
PKCLINC048_070026000	1248	1042	NA
PKCLINC048_070026100	874	1248	NA
PKCLINC048_070026200	1304	874	NA
PKCLINC048_070026300	1661	1304	NA
PKCLINC048_070026400	189	1661	NA
PKCLINC048_070026500	1177	189	NA
PKCLINC048_070026600	271	1177	NA
PKCLINC048_070026700	1225	271	NA
PKCLINC048_070026800	2477	1225	NA
PKCLINC048_070026900	4832	2477	busco
PKCLINC048_070027000	971	4832	NA
PKCLINC048_070027100	4548	971	NA
PKCLINC048_070027300	3646	4548	NA
PKCLINC048_070027400	526	3646	NA
PKCLINC048_070027500	9527	526	NA
PKCLINC048_070027700	969	9527	busco
PKCLINC048_070027800	576	969	NA
PKCLINC048_070027900	982	576	NA
