#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKNH_0509200	1015	1788
PKNH_0509300	2409	1015
PKNH_0509400	844	2409
PKNH_0509500	3319	844
PKNH_0509600	946	3319
PKNH_0509700	3182	946
PKNH_0509800	477	3182
PKNH_0509900	1046	477
PKNH_0510000	1137	1046
PKNH_0510100	610	1137
PKNH_0510200	2171	610
PKNH_0510300	731	2171
PKNH_0510400	921	731
PKNH_0510500	2952	921
PKNH_0510600	671	2952
PKNH_0510700	8924	671
PKNH_0510800	161	8924
PKNH_0510900	447	161
PKNH_0511000	3916	447
PKNH_0511200	1915	3916
PKNH_0511300	1137	1915
PKNH_0511400	842	1137
PKNH_0511500	1909	842
PKNH_0511600	1437	1909
PKNH_0511700	453	1437
PKNH_0511800	1570	453
PKNH_0511900	474	1570
PKNH_0512000	1337	474
PKNH_0512100	718	1337
PKNH_0512200	3057	718
PKNH_0512300	1877	3057
PKNH_0512400	936	1877
PKNH_0512500	3059	936
PKNH_0512600	742	3059
PKNH_0512700	4016	742
PKNH_0512800	631	4016
PKNH_0512900	1999	631
PKNH_0513000	7033	1999
PKNH_0513100	1912	7033
PKNH_0513200	235	1912
PKNH_0513300	942	235
PKNH_0513400	58	942
PKNH_0513500	2478	58
PKNH_0513600	1287	2478
PKNH_0513700	1259	1287
PKNH_0513800	1601	1259
PKNH_0513900	1358	1601
PKNH_0514000	2397	1358
PKNH_0514100	5287	2397
PKNH_0514200	2559	5287
PKNH_0514300	1990	2559
PKNH_0514400	674	1990
PKNH_0514500	1287	674
PKNH_0514600	1024	1287
PKNH_0514700	467	1024
PKNH_0514800	1056	467
PKNH_0514900	665	1056
PKNH_0515000	664	665
PKNH_0515100	926	664
PKNH_0515200	2688	926
PKNH_0515300	2390	2688
PKNH_0515400	1481	2390
PKNH_0515500	1776	1481
PKNH_0515600	3809	1776
PKNH_0515700	5942	3809
PKNH_0515800	3356	5942
PKNH_0515900	1684	3356
PKNH_0516000	4317	1684
PKNH_0516100	2692	4317
PKNH_0516200	3278	2692
PKNH_0516300	1878	3278
PKNH_0516400	0	1878
PKNH_0600100	4200	0
PKNH_0600200	4098	4200
PKNH_0600300	1532	4098
PKNH_0600400	3669	1532
PKNH_0600500	1910	3669
PKNH_0600600	2000	1910
PKNH_0600700	2458	2000
PKNH_0600800	2821	2458
PKNH_0600900	2624	2821
PKNH_0601000	2619	2624
PKNH_0601100	3896	2619
PKNH_0601200	579	3896
PKNH_0601300	1911	579
PKNH_0601400	1144	1911
PKNH_0601500	1237	1144
PKNH_0601600	1842	1237
PKNH_0601700	2149	1842
PKNH_0601800	1592	2149
PKNH_0601900	543	1592
PKNH_0602000	1248	543
PKNH_0602100	886	1248
PKNH_0602200	430	886
PKNH_0602300	626	430
PKNH_0602400	1348	626
PKNH_0602500	883	1348
PKNH_0602600	821	883
PKNH_0602700	205	821
PKNH_0602800	684	205
PKNH_0602900	3684	684
PKNH_0603000	1082	3684
PKNH_0603100	90	1082
PKNH_0603200	3254	90
PKNH_0603300	721	3254
PKNH_0603400	2491	721
PKNH_0603500	7602	2491
PKNH_0603600	698	7602
PKNH_0603700	1431	698
PKNH_0603800	590	1431
PKNH_0603900	1204	590
PKNH_0604000	1854	1204
PKNH_0604100	1803	1854
PKNH_0604200	647	1803
PKNH_0604300	1208	647
PKNH_0604400	2145	1208
PKNH_0604500	256	2145
PKNH_0604600	476	256
PKNH_0604700	451	476
PKNH_0604800	1140	451
PKNH_0604900	484	1140
PKNH_0605000	959	484
PKNH_0605100	2896	959
PKNH_0605200	2418	2896
PKNH_0605300	586	2418
PKNH_0605400	2105	586
PKNH_0605500	1053	2105
PKNH_0605600	2060	1053
PKNH_0605700	954	2060
PKNH_0605800	1329	954
PKNH_0605900	857	1329
PKNH_0606000	2346	857
PKNH_0606100	2138	2346
PKNH_0606200	7614	2138
PKNH_0606300	1798	7614
PKNH_0606400	484	1798
PKNH_0606500	3003	484
PKNH_0606600	7975	3003
PKNH_0606700	3063	7975
PKNH_0606800	2030	3063
PKNH_0606900	904	2030
PKNH_0607000	3567	904
PKNH_0607100	462	3567
PKNH_0607200	2729	462
PKNH_0607300	4497	2729
PKNH_0607400	6236	4497
PKNH_0607500	888	6236
PKNH_0607600	1849	888
PKNH_0607700	882	1849
PKNH_0607800	56	882
PKNH_0607900	49	56
PKNH_0608000	191	49
PKNH_0608100	1093	191
PKNH_0608200	1726	1093
PKNH_0608300	719	1726
PKNH_0608400	8754	719
PKNH_0608500	656	8754
PKNH_0608600	1227	656
PKNH_0608700	733	1227
PKNH_0608800	590	733
PKNH_0608900	894	590
PKNH_0609000	83	894
PKNH_0609100	748	83
PKNH_0609200	2907	748
PKNH_0609300	1190	2907
PKNH_0609400	870	1190
PKNH_0609500	5222	870
PKNH_0609600	255	5222
PKNH_0609700	820	255
PKNH_0609800	1148	820
PKNH_0609900	527	1148
PKNH_0610000	1628	527
PKNH_0610100	699	1628
PKNH_0610200	261	699
PKNH_0610300	850	261
PKNH_0610400	1528	850
PKNH_0610500	2121	1528
PKNH_0610600	165	2121
PKNH_0610700	584	165
PKNH_0610800	68	584
PKNH_0610900	826	68
PKNH_0611000	1259	826
PKNH_0611100	4425	1259
PKNH_0611200	1522	4425
PKNH_0611300	964	1522
PKNH_0611400	2219	964
PKNH_0611500	1357	2219
PKNH_0611600	973	1357
PKNH_0611700	3197	973
PKNH_0611800	992	3197
PKNH_0611900	79	992
PKNH_0612000	432	79
PKNH_0612100	1777	432
PKNH_0612200	2812	1777
PKNH_0612300	796	2812
PKNH_0612400	632	796
PKNH_0612500	489	632
PKNH_0612600	1457	489
PKNH_0612700	1474	1457
PKNH_0612800	343	1474
PKNH_0612900	1215	343
PKNH_0613000	6185	1215
PKNH_0613100	179	6185
PKNH_0613200	5947	179
PKNH_0613300	2569	5947
PKNH_0613400	1126	2569
PKNH_0613500	1903	1126
PKNH_0613600	1605	1903
PKNH_0613700	1908	1605
PKNH_0613800	1778	1908
PKNH_0613900	1071	1778
PKNH_0614000	1235	1071
PKNH_0614100	2216	1235
PKNH_0614200	1364	2216
PKNH_0614300	991	1364
PKNH_0614400	1137	991
PKNH_0614500	4720	1137
PKNH_0614600	1326	4720
PKNH_0614700	438	1326
PKNH_0614800	1189	438
PKNH_0614900	1502	1189
PKNH_0615000	5622	1502
PKNH_0615100	1928	5622
PKNH_0615200	449	1928
PKNH_0615300	1002	449
PKNH_0615400	355	1002
PKNH_0615500	1046	355
PKNH_0615600	1771	1046
PKNH_0615700	1568	1771
PKNH_0615800	1859	1568
PKNH_0615900	1307	1859
PKNH_0616000	2104	1307
PKNH_0616100	2218	2104
PKNH_0616200	2102	2218
PKNH_0616300	2480	2102
PKNH_0616400	795	2480
PKNH_0616500	3968	795
PKNH_0616600	1408	3968
PKNH_0616700	432	1408
PKNH_0616800	3561	432
PKNH_0616900	1492	3561
PKNH_0617000	872	1492
PKNH_0617100	264	872
PKNH_0617200	1594	264
PKNH_0617300	1841	1594
PKNH_0617400	182	1841
PKNH_0617500	7134	182
PKNH_0617600	1377	7134
PKNH_0617700	746	1377
PKNH_0617800	1167	746
PKNH_0617900	7507	1167
PKNH_0618000	1894	7507
PKNH_0618100	1065	1894
PKNH_0618200	1338	1065
PKNH_0618300	379	1338
PKNH_0618400	1630	379
PKNH_0618500	1624	1630
PKNH_0618600	2866	1624
PKNH_0618700	3671	2866
PKNH_0618800	3498	3671
PKNH_0618900	4356	3498
PKNH_0619000	2839	4356
PKNH_0619100	3630	2839
PKNH_0619200	976	3630
PKNH_0619300	531	976
PKNH_0619400	1410	531
PKNH_0619500	872	1410
PKNH_0619600	2641	872
PKNH_0619700	785	2641
PKNH_0619800	1055	785
PKNH_0619900	827	1055
PKNH_0620000	1930	827
PKNH_0620100	807	1930
PKNH_0620200	1753	807
PKNH_0620300	1584	1753
PKNH_0620400	1597	1584
PKNH_0620500	1722	1597
PKNH_0620600	1988	1722
PKNH_0620700	1583	1988
PKNH_0620800	2725	1583
PKNH_0620900	1919	2725
PKNH_0621000	1907	1919
PKNH_0621100	155	1907
PKNH_0621200	1348	155
PKNH_0621300	1215	1348
PKNH_0621400	4933	1215
PKNH_0621500	540	4933
PKNH_0621600	1443	540
PKNH_0621700	1337	1443
PKNH_0621800	2771	1337
PKNH_0621900	2745	2771
PKNH_0622000	1522	2745
PKNH_0622100	1815	1522
PKNH_0622200	236	1815
PKNH_0622300	619	236
PKNH_0622400	1291	619
PKNH_0622500	708	1291
PKNH_0622600	677	708
PKNH_0622700	288	677
PKNH_0622800	2634	288
PKNH_0622900	3854	2634
PKNH_0623000	3697	3854
PKNH_0623100	5227	3697
PKNH_0623200	1358	5227
PKNH_0623300	960	1358
PKNH_0623400	4113	960
PKNH_0623500	2192	4113
PKNH_0623600	3261	2192
PKNH_0623700	2674	3261
PKNH_0623800	5289	2674
PKNH_0623900	0	5289
PKNH_0700100	3366	0
PKNH_0700200	3200	3366
PKNH_0700300	3624	3200
PKNH_0700400	3530	3624
PKNH_0700500	5239	3530
PKNH_0700600	1607	5239
PKNH_0700700	816	1607
PKNH_0700800	2573	816
PKNH_0700900	5114	2573
PKNH_0701000	1925	5114
PKNH_0701100	4240	1925
PKNH_0701200	1494	4240
PKNH_0701300	2883	1494
PKNH_0701400	1361	2883
PKNH_0701500	2049	1361
PKNH_0701600	1094	2049
PKNH_0701700	1747	1094
PKNH_0701800	2400	1747
PKNH_0701900	489	2400
PKNH_0702000	1185	489
PKNH_0702100	1731	1185
PKNH_0702200	3130	1731
PKNH_0702300	993	3130
PKNH_0702400	3271	993
PKNH_0702500	692	3271
PKNH_0702600	1822	692
PKNH_0702700	1405	1822
PKNH_0702800	2883	1405
PKNH_0702900	2991	2883
PKNH_0703000	1758	2991
PKNH_0703100	3506	1758
PKNH_0703200	1808	3506
PKNH_0703300	140	1808
PKNH_0703400	3531	140
PKNH_0703500	1073	3531
PKNH_0703600	3984	1073
PKNH_0703700	1347	3984
PKNH_0703800	1167	1347
PKNH_0703900	950	1167
PKNH_0704000	1870	950
PKNH_0704100	638	1870
PKNH_0704200	3375	638
PKNH_0704300	1775	3375
PKNH_0704400	8328	1775
PKNH_0704500	1085	8328
PKNH_0704600	433	1085
PKNH_0704700	952	433
PKNH_0704800	244	952
PKNH_0704900	3882	244
PKNH_0705000	961	3882
PKNH_0705100	1062	961
PKNH_0705200	2503	1062
PKNH_0705300	2890	2503
PKNH_0705400	932	2890
PKNH_0705500	2573	932
PKNH_0705600	385	2573
PKNH_0705700	1364	385
PKNH_0705800	1679	1364
PKNH_0705900	4177	1679
PKNH_0706000	9471	4177
PKNH_0706100	3473	9471
PKNH_0706200	952	3473
PKNH_0706300	2819	952
PKNH_0706400	823	2819
PKNH_0706500	1283	823
PKNH_0706600	893	1283
PKNH_0706700	1163	893
PKNH_0706800	38	1163
PKNH_0706900	1054	38
PKNH_0707000	1689	1054
PKNH_0707100	294	1689
PKNH_0707200	802	294
PKNH_0707300	2643	802
PKNH_0707400	2278	2643
PKNH_0707500	1129	2278
PKNH_0707600	5319	1129
PKNH_0707700	1352	5319
PKNH_0707800	1469	1352
PKNH_0707900	377	1469
PKNH_0708000	1302	377
PKNH_0708100	4238	1302
PKNH_0708200	2255	4238
PKNH_0708300	663	2255
PKNH_0708400	1044	663
PKNH_0708500	1786	1044
PKNH_0708600	728	1786
PKNH_0708700	1109	728
PKNH_0708800	364	1109
PKNH_0708900	2114	364
PKNH_0709000	3173	2114
PKNH_0709100	2119	3173
PKNH_0709200	1249	2119
PKNH_0709300	595	1249
PKNH_0709400	1306	595
PKNH_0709500	2284	1306
PKNH_0709600	927	2284
PKNH_0709700	163	927
PKNH_0709800	1288	163
PKNH_0709900	1747	1288
PKNH_0710000	1337	1747
PKNH_0710100	1376	1337
PKNH_0710200	1312	1376
PKNH_0710300	3400	1312
PKNH_0710400	1061	3400
PKNH_0710500	725	1061
PKNH_0710600	302	725
PKNH_0710700	1361	302
PKNH_0710800	567	1361
PKNH_0710900	679	567
PKNH_0711000	393	679
PKNH_0711050	1537	393
PKNH_0711100	865	1537
PKNH_0711200	1575	865
PKNH_0711300	819	1575
PKNH_0711400	967	819
PKNH_0711500	738	967
PKNH_0711600	2363	738
PKNH_0711700	867	2363
PKNH_0711800	780	867
PKNH_0711900	575	780
PKNH_0712000	2757	575
PKNH_0712100	2876	2757
PKNH_0712200	2765	2876
PKNH_0712300	797	2765
PKNH_0712400	1845	797
PKNH_0712500	2505	1845
PKNH_0712600	3760	2505
PKNH_0712700	4114	3760
PKNH_0712800	2539	4114
PKNH_0712900	726	2539
PKNH_0713000	2183	726
PKNH_0713100	2245	2183
PKNH_0713200	77	2245
PKNH_0713300	1327	77
PKNH_0713400	2907	1327
PKNH_0713500	674	2907
PKNH_0713600	437	674
PKNH_0713700	1820	437
PKNH_0713800	1429	1820
PKNH_0713900	888	1429
PKNH_0714000	3574	888
PKNH_0714100	1057	3574
PKNH_0714200	575	1057
PKNH_0714300	2093	575
PKNH_0714400	863	2093
PKNH_0714500	1353	863
PKNH_0714600	2234	1353
PKNH_0714700	5442	2234
PKNH_0714800	1269	5442
PKNH_0714900	459	1269
PKNH_0715000	1346	459
PKNH_0715100	1005	1346
PKNH_0715200	1265	1005
PKNH_0715300	1094	1265
PKNH_0715400	1381	1094
PKNH_0715500	370	1381
PKNH_0715600	1834	370
PKNH_0715700	634	1834
PKNH_0715800	2714	634
PKNH_0715900	2037	2714
PKNH_0716000	4061	2037
PKNH_0716100	73	4061
PKNH_0716200	1247	73
PKNH_0716300	2014	1247
PKNH_0716400	1798	2014
PKNH_0716500	2401	1798
PKNH_0716600	2187	2401
PKNH_0716700	376	2187
PKNH_0716800	4023	376
PKNH_0716900	444	4023
PKNH_0717000	4833	444
PKNH_0717100	1111	4833
PKNH_0717200	3125	1111
PKNH_0717300	1713	3125
PKNH_0717400	895	1713
PKNH_0717500	1054	895
PKNH_0717600	698	1054
PKNH_0717700	678	698
PKNH_0717800	2053	678
PKNH_0717900	3391	2053
PKNH_0718000	634	3391
PKNH_0718100	787	634
PKNH_0718200	1492	787
PKNH_0718300	1202	1492
PKNH_0718400	1456	1202
PKNH_0718500	901	1456
PKNH_0718600	1330	901
PKNH_0718700	1491	1330
PKNH_0718800	1759	1491
PKNH_0718900	302	1759
PKNH_0719000	2235	302
PKNH_0719100	-7	2235
PKNH_0719200	1385	-7
PKNH_0719300	223	1385
PKNH_0719400	748	223
PKNH_0719500	1515	748
PKNH_0719600	438	1515
PKNH_0719700	517	438
PKNH_0719800	1524	517
PKNH_0719900	980	1524
PKNH_0720000	1844	980
PKNH_0720100	2994	1844
PKNH_0720200	1687	2994
PKNH_0720300	362	1687
PKNH_0720400	1252	362
PKNH_0720500	1811	1252
PKNH_0720600	557	1811
PKNH_0720700	1129	557
PKNH_0720800	1579	1129
PKNH_0720900	1060	1579
PKNH_0721000	1186	1060
PKNH_0721100	1258	1186
PKNH_0721200	886	1258
PKNH_0721300	1172	886
PKNH_0721400	2780	1172
PKNH_0721500	1206	2780
PKNH_0721600	270	1206
PKNH_0721700	1150	270
PKNH_0721800	2540	1150
PKNH_0721900	4820	2540
PKNH_0722000	983	4820
PKNH_0722100	1538	983
PKNH_0722200	153	1538
PKNH_0722300	3656	153
PKNH_0722400	546	3656
PKNH_0722500	1701	546
PKNH_0722600	1328	1701
PKNH_0722700	964	1328
PKNH_0722800	586	964
PKNH_0722900	985	586
PKNH_0723000	2873	985
PKNH_0723100	264	2873
PKNH_0723200	1267	264
PKNH_0723300	2609	1267
PKNH_0723400	1241	2609
PKNH_0723500	763	1241
PKNH_0723600	2885	763
PKNH_0723700	2773	2885
PKNH_0723800	1861	2773
PKNH_0723900	556	1861
PKNH_0724000	5747	556
PKNH_0724100	1897	5747
PKNH_0724200	489	1897
PKNH_0724300	4583	489
PKNH_0724400	1394	4583
PKNH_0724500	4138	1394
PKNH_0724600	3524	4138
PKNH_0724700	477	3524
PKNH_0724800	64	477
PKNH_0724900	1309	64
PKNH_0725000	10220	1309
PKNH_0725100	2040	10220
PKNH_0725200	1009	2040
PKNH_0725300	160	1009
PKNH_0725400	6143	160
PKNH_0725500	1684	6143
PKNH_0725600	348	1684
PKNH_0725700	593	348
PKNH_0725800	2479	593
PKNH_0725900	2683	2479
PKNH_0726000	1370	2683
PKNH_0726100	1614	1370
PKNH_0726200	1361	1614
PKNH_0726300	2827	1361
PKNH_0726400	587	2827
PKNH_0726500	1245	587
PKNH_0726550	348	1245
PKNH_0726600	1488	348
PKNH_0726700	862	1488
PKNH_0726800	73	862
PKNH_0726900	882	73
PKNH_0727000	1563	882
PKNH_0727100	871	1563
PKNH_0727200	928	871
PKNH_0727300	3660	928
PKNH_0727400	5138	3660
PKNH_0727500	1430	5138
PKNH_0727600	2957	1430
PKNH_0727700	1315	2957
PKNH_0727800	1519	1315
PKNH_0727900	251	1519
PKNH_0728000	1062	251
PKNH_0728100	1947	1062
PKNH_0728200	471	1947
PKNH_0728300	1203	471
PKNH_0728400	1073	1203
PKNH_0728500	185	1073
PKNH_0728600	686	185
PKNH_0728700	1645	686
PKNH_0728800	2653	1645
PKNH_0728900	950	2653
PKNH_0729000	670	950
PKNH_0729100	1738	670
PKNH_0729200	998	1738
PKNH_0729300	2135	998
PKNH_0729400	6952	2135
PKNH_0729500	2249	6952
PKNH_0729600	1167	2249
PKNH_0729700	3735	1167
PKNH_0729800	862	3735
PKNH_0729900	2169	862
PKNH_0730000	1727	2169
PKNH_0730100	528	1727
PKNH_0730200	2950	528
PKNH_0730300	863	2950
PKNH_0730400	585	863
PKNH_0730500	1210	585
PKNH_0730600	1745	1210
PKNH_0730700	457	1745
PKNH_0730800	2674	457
PKNH_0730900	485	2674
PKNH_0731000	1307	485
PKNH_0731100	5	1307
PKNH_0731200	534	5
PKNH_0731300	284	534
PKNH_0731400	472	284
PKNH_0731500	1818	472
PKNH_0731600	1499	1818
PKNH_0731700	950	1499
PKNH_0731800	205	950
PKNH_0731900	994	205
PKNH_0732000	379	994
PKNH_0732100	117	379
PKNH_0732200	1533	117
PKNH_0732300	1754	1533
PKNH_0732400	778	1754
PKNH_0732500	153	778
PKNH_0732600	1041	153
PKNH_0732700	1094	1041
PKNH_0732800	279	1094
PKNH_0732900	1076	279
PKNH_0733000	1190	1076
PKNH_0733100	504	1190
PKNH_0733200	2215	504
PKNH_0733300	1940	2215
PKNH_0733400	2598	1940
PKNH_0733500	792	2598
PKNH_0733600	826	792
PKNH_0733700	149	826
PKNH_0733800	881	149
PKNH_0733900	792	881
PKNH_0734000	4070	792
PKNH_0734100	1358	4070
PKNH_0734200	1494	1358
PKNH_0734300	1950	1494
PKNH_0734400	2585	1950
PKNH_0734500	2887	2585
PKNH_0734600	1898	2887
PKNH_0734700	3925	1898
PKNH_0734800	3147	3925
PKNH_0734900	3180	3147
PKNH_0735000	1403	3180
PKNH_0735100	5743	1403
PKNH_0735200	2040	5743
PKNH_0735300	0	2040
PKNH_0800100	3603	0
PKNH_0800200	3360	3603
PKNH_0800300	2473	3360
PKNH_0800400	4238	2473
PKNH_0800500	11753	4238
PKNH_0800600	2122	11753
PKNH_0800700	3221	2122
PKNH_0800800	3790	3221
PKNH_0800900	1339	3790
PKNH_0800950	911	1339
PKNH_0801000	4592	911
PKNH_0801100	3500	4592
PKNH_0801200	490	3500
PKNH_0801300	1328	490
PKNH_0801400	1690	1328
PKNH_0801500	1468	1690
PKNH_0801600	2126	1468
PKNH_0801700	2037	2126
PKNH_0801800	1726	2037
PKNH_0801900	1740	1726
PKNH_0802000	888	1740
PKNH_0802100	1677	888
PKNH_0802200	2348	1677
PKNH_0802300	3718	2348
PKNH_0802400	1273	3718
PKNH_0802500	3378	1273
PKNH_0802600	2217	3378
PKNH_0802700	538	2217
PKNH_0802800	3314	538
PKNH_0802900	2892	3314
PKNH_0803000	3201	2892
PKNH_0803100	4931	3201
PKNH_0803200	2317	4931
PKNH_0803300	347	2317
PKNH_0803400	906	347
PKNH_0803500	847	906
PKNH_0803600	111	847
PKNH_0803700	825	111
PKNH_0803800	215	825
PKNH_0803900	441	215
PKNH_0804000	411	441
PKNH_0804100	1903	411
PKNH_0804200	3107	1903
PKNH_0804300	3833	3107
PKNH_0804400	1717	3833
PKNH_0804500	3183	1717
PKNH_0804600	1155	3183
PKNH_0804700	568	1155
PKNH_0804800	1838	568
PKNH_0804900	2914	1838
PKNH_0805000	2067	2914
PKNH_0805100	644	2067
PKNH_0805200	753	644
PKNH_0805300	533	753
PKNH_0805400	1507	533
PKNH_0805500	3535	1507
PKNH_0805600	3270	3535
PKNH_0805700	1506	3270
PKNH_0805800	269	1506
PKNH_0805900	977	269
PKNH_0806000	3935	977
PKNH_0806100	1158	3935
PKNH_0806200	1009	1158
PKNH_0806300	738	1009
PKNH_0806400	1572	738
PKNH_0806500	7412	1572
PKNH_0806600	1706	7412
PKNH_0806700	1205	1706
PKNH_0806800	2468	1205
PKNH_0806900	3987	2468
PKNH_0807000	4072	3987
PKNH_0807100	927	4072
PKNH_0807200	1218	927
PKNH_0807300	683	1218
PKNH_0807400	3181	683
PKNH_0807500	2545	3181
PKNH_0807600	1841	2545
PKNH_0807700	5745	1841
PKNH_0807800	2366	5745
PKNH_0807900	3816	2366
PKNH_0808000	4287	3816
PKNH_0808100	1216	4287
PKNH_0808200	2804	1216
PKNH_0808300	1919	2804
PKNH_0808400	3241	1919
PKNH_0808500	3764	3241
PKNH_0808600	1175	3764
PKNH_0808700	3357	1175
PKNH_0808900	389	3357
PKNH_0809000	1728	389
PKNH_0809100	661	1728
PKNH_0809200	2368	661
PKNH_0809300	987	2368
PKNH_0809400	2563	987
PKNH_0809500	1260	2563
PKNH_0809600	2034	1260
PKNH_0809700	186	2034
PKNH_0809800	1101	186
PKNH_0809900	848	1101
PKNH_0810000	4569	848
PKNH_0810100	40	4569
PKNH_0810200	421	40
PKNH_0810300	1163	421
PKNH_0810400	2533	1163
PKNH_0810500	390	2533
PKNH_0810600	1184	390
PKNH_0810700	948	1184
PKNH_0810800	2472	948
PKNH_0810900	1579	2472
PKNH_0811000	1002	1579
PKNH_0811100	631	1002
PKNH_0811200	2415	631
PKNH_0811300	778	2415
PKNH_0811400	2192	778
PKNH_0811500	4726	2192
PKNH_0811600	1758	4726
PKNH_0811700	1551	1758
PKNH_0811800	1475	1551
PKNH_0811900	1585	1475
PKNH_0812000	850	1585
PKNH_0812100	2623	850
PKNH_0812200	2109	2623
PKNH_0812300	2388	2109
PKNH_0812400	3122	2388
PKNH_0812500	926	3122
PKNH_0812600	1160	926
PKNH_0812700	2567	1160
PKNH_0812800	777	2567
PKNH_0812900	3837	777
PKNH_0813000	1249	3837
PKNH_0813100	1281	1249
PKNH_0813200	4897	1281
PKNH_0813300	2114	4897
PKNH_0813400	799	2114
PKNH_0813500	931	799
PKNH_0813600	1223	931
PKNH_0813700	1488	1223
PKNH_0813800	652	1488
PKNH_0813900	2443	652
PKNH_0814000	2024	2443
PKNH_0814100	736	2024
PKNH_0814200	2130	736
PKNH_0814300	5137	2130
PKNH_0814400	1054	5137
PKNH_0814500	1625	1054
PKNH_0814600	1136	1625
PKNH_0814700	5376	1136
PKNH_0814800	410	5376
PKNH_0814900	1228	410
PKNH_0815000	3177	1228
PKNH_0815100	1084	3177
PKNH_0815200	1046	1084
PKNH_0815300	972	1046
PKNH_0815400	1107	972
PKNH_0815500	511	1107
PKNH_0815600	1395	511
PKNH_0815700	1152	1395
PKNH_0815800	1439	1152
PKNH_0815900	1172	1439
PKNH_0816000	4015	1172
PKNH_0816100	3727	4015
PKNH_0816200	2682	3727
PKNH_0816300	725	2682
PKNH_0816400	2029	725
PKNH_0816500	862	2029
PKNH_0816600	5266	862
PKNH_0816700	756	5266
PKNH_0816800	728	756
PKNH_0816900	2066	728
PKNH_0817000	299	2066
PKNH_0817100	1051	299
PKNH_0817200	1154	1051
PKNH_0817300	2425	1154
PKNH_0817400	2021	2425
PKNH_0817500	718	2021
PKNH_0817600	1755	718
PKNH_0817700	306	1755
PKNH_0817800	1529	306
PKNH_0817900	8240	1529
PKNH_0818000	2165	8240
PKNH_0818100	5250	2165
PKNH_0818200	767	5250
PKNH_0818300	160	767
PKNH_0818400	2707	160
PKNH_0818500	865	2707
PKNH_0818600	1092	865
PKNH_0818700	1575	1092
PKNH_0818800	1904	1575
PKNH_0818900	2135	1904
PKNH_0819000	3828	2135
PKNH_0819100	526	3828
PKNH_0819200	1047	526
PKNH_0819300	326	1047
PKNH_0819400	2214	326
PKNH_0819500	1755	2214
PKNH_0819600	1565	1755
PKNH_0819700	484	1565
PKNH_0819800	1809	484
PKNH_0819900	3262	1809
PKNH_0820000	4577	3262
PKNH_0820100	1468	4577
PKNH_0820200	362	1468
PKNH_0820300	2465	362
PKNH_0820400	1732	2465
PKNH_0820500	2831	1732
PKNH_0820600	4257	2831
PKNH_0820700	2334	4257
PKNH_0820800	961	2334
PKNH_0820900	1274	961
PKNH_0821000	673	1274
PKNH_0821100	1913	673
PKNH_0821200	3294	1913
PKNH_0821300	1234	3294
PKNH_0821400	378	1234
PKNH_0821500	1793	378
PKNH_0821600	1073	1793
PKNH_0821700	1537	1073
PKNH_0821800	2275	1537
PKNH_0821900	948	2275
PKNH_0822000	3991	948
PKNH_0822100	2996	3991
PKNH_0822200	396	2996
PKNH_0822300	4339	396
PKNH_0822400	676	4339
PKNH_0822500	1947	676
PKNH_0822600	558	1947
PKNH_0822700	1088	558
PKNH_0822800	477	1088
PKNH_0822900	2585	477
PKNH_0823000	449	2585
PKNH_0823100	1791	449
PKNH_0823200	3898	1791
PKNH_0823300	2492	3898
PKNH_0823400	1417	2492
PKNH_0823500	2467	1417
PKNH_0823600	2437	2467
PKNH_0823700	1597	2437
PKNH_0823800	526	1597
PKNH_0823900	626	526
PKNH_0824000	380	626
PKNH_0824100	2354	380
PKNH_0824200	3324	2354
PKNH_0824300	2761	3324
PKNH_0824400	2855	2761
PKNH_0824500	4075	2855
PKNH_0824600	752	4075
PKNH_0824700	2158	752
PKNH_0824800	1878	2158
PKNH_0824900	869	1878
PKNH_0825000	2193	869
PKNH_0825100	3116	2193
PKNH_0825200	973	3116
PKNH_0825300	1597	973
PKNH_0825400	2817	1597
PKNH_0825500	1834	2817
PKNH_0825600	8019	1834
PKNH_0825700	1261	8019
PKNH_0825800	3724	1261
PKNH_0825900	157	3724
PKNH_0826000	1706	157
PKNH_0826100	306	1706
PKNH_0826200	2123	306
PKNH_0826300	42	2123
PKNH_0826400	1623	42
PKNH_0826500	4544	1623
PKNH_0826600	1380	4544
PKNH_0826700	339	1380
PKNH_0826800	1277	339
PKNH_0826900	3857	1277
PKNH_0827000	1100	3857
PKNH_0827100	805	1100
PKNH_0827200	1784	805
PKNH_0827300	12016	1784
PKNH_0827400	1132	12016
PKNH_0827500	1807	1132
PKNH_0827600	3903	1807
PKNH_0827700	1196	3903
PKNH_0827800	107	1196
PKNH_0827900	622	107
PKNH_0828000	893	622
PKNH_0828100	690	893
PKNH_0828200	2064	690
PKNH_0828300	29	2064
PKNH_0828400	809	29
PKNH_0828500	454	809
PKNH_0828600	235	454
PKNH_0828700	630	235
PKNH_0828800	890	630
PKNH_0828900	200	890
PKNH_0829000	469	200
PKNH_0829100	1112	469
PKNH_0829200	685	1112
PKNH_0829300	1169	685
PKNH_0829400	1000	1169
PKNH_0829500	954	1000
PKNH_0829600	716	954
PKNH_0829700	3058	716
PKNH_0829800	6353	3058
PKNH_0829900	1116	6353
PKNH_0830000	7613	1116
PKNH_0830100	828	7613
PKNH_0830200	358	828
PKNH_0830300	1515	358
PKNH_0830400	699	1515
PKNH_0830500	388	699
PKNH_0830600	964	388
PKNH_0830700	454	964
PKNH_0830800	2494	454
