geneid	fiveprime	threeprime	Class
PKA1H1_STAND_040014100	234	1125	NA
PKA1H1_STAND_040014200	1802	234	NA
PKA1H1_STAND_040014300	1632	1802	NA
PKA1H1_STAND_040014400	41	1632	NA
PKA1H1_STAND_040014500	1189	41	NA
PKA1H1_STAND_040014600	1837	1189	NA
PKA1H1_STAND_040014700	733	1837	NA
PKA1H1_STAND_040014800	1012	733	NA
PKA1H1_STAND_040014900	543	1012	NA
PKA1H1_STAND_040015000	11278	543	NA
PKA1H1_STAND_040015100	3868	11278	NA
PKA1H1_STAND_040015200	1078	3868	NA
PKA1H1_STAND_040015300	2358	1078	NA
PKA1H1_STAND_040015400	530	2358	NA
PKA1H1_STAND_040015500	716	530	NA
PKA1H1_STAND_040015600	1124	716	NA
PKA1H1_STAND_040015700	8317	1124	NA
PKA1H1_STAND_040015800	454	8317	NA
PKA1H1_STAND_040015900	1776	454	NA
PKA1H1_STAND_040016000	3781	1776	NA
PKA1H1_STAND_040016100	1965	3781	NA
PKA1H1_STAND_040016200	1143	1965	NA
PKA1H1_STAND_040016300	1539	1143	NA
PKA1H1_STAND_040016400	753	1539	NA
PKA1H1_STAND_040016500	2164	753	NA
PKA1H1_STAND_040016700	1811	2164	NA
PKA1H1_STAND_040016800	1000	1811	NA
PKA1H1_STAND_040016900	1601	1000	NA
PKA1H1_STAND_040017000	1622	1601	NA
PKA1H1_STAND_040017100	966	1622	NA
PKA1H1_STAND_040017200	410	966	NA
PKA1H1_STAND_040017300	1454	410	NA
PKA1H1_STAND_040017400	3646	1454	NA
PKA1H1_STAND_040017500	571	3646	NA
PKA1H1_STAND_040017600	1028	571	NA
PKA1H1_STAND_040017700	328	1028	busco
PKA1H1_STAND_040017800	1857	328	NA
PKA1H1_STAND_040017900	2413	1857	NA
PKA1H1_STAND_040018000	1760	2413	NA
PKA1H1_STAND_040018100	1994	1760	NA
PKA1H1_STAND_040018200	1083	1994	NA
PKA1H1_STAND_040018300	1361	1083	NA
PKA1H1_STAND_040018400	6931	1361	NA
PKA1H1_STAND_040018600	1519	6931	NA
PKA1H1_STAND_040018700	9754	1519	NA
PKA1H1_STAND_040018900	1224	9754	NA
PKA1H1_STAND_040019000	678	1224	NA
PKA1H1_STAND_040019100	877	678	NA
PKA1H1_STAND_040019200	8476	877	busco
PKA1H1_STAND_040019400	1152	8476	NA
PKA1H1_STAND_040019500	2285	1152	NA
PKA1H1_STAND_040019600	6254	2285	NA
PKA1H1_STAND_040019800	1891	6254	busco
PKA1H1_STAND_040019900	292	1891	NA
PKA1H1_STAND_040020000	1371	292	NA
PKA1H1_STAND_040020100	2258	1371	NA
PKA1H1_STAND_040020200	123	2258	NA
PKA1H1_STAND_040020300	4571	123	NA
PKA1H1_STAND_040020500	3284	4571	NA
PKA1H1_STAND_040020700	211	3284	NA
PKA1H1_STAND_040020800	708	211	NA
PKA1H1_STAND_040020900	3273	708	NA
PKA1H1_STAND_040021000	1557	3273	NA
PKA1H1_STAND_040021100	1460	1557	NA
PKA1H1_STAND_040021200	836	1460	NA
PKA1H1_STAND_040021300	421	836	NA
PKA1H1_STAND_040021400	13545	421	NA
PKA1H1_STAND_040021700	1982	13545	sicavarI
PKA1H1_STAND_040021800	12307	1982	NA
PKA1H1_STAND_040022000	840	12307	NA
PKA1H1_STAND_040022100	1860	840	NA
PKA1H1_STAND_040022200	1881	1860	NA
PKA1H1_STAND_040022300	607	1881	NA
PKA1H1_STAND_040022400	1472	607	NA
PKA1H1_STAND_040022500	1681	1472	NA
PKA1H1_STAND_040022600	621	1681	NA
PKA1H1_STAND_040022700	1128	621	NA
PKA1H1_STAND_040022800	10820	1128	NA
PKA1H1_STAND_040023000	336	10820	NA
PKA1H1_STAND_040023100	537	336	NA
PKA1H1_STAND_040023200	640	537	NA
PKA1H1_STAND_040023300	1018	640	NA
PKA1H1_STAND_040023400	3364	1018	NA
PKA1H1_STAND_040023500	4339	3364	NA
PKA1H1_STAND_040023600	2797	4339	NA
PKA1H1_STAND_040023700	11776	2797	NA
PKA1H1_STAND_040024000	3719	11776	sicavarI
PKA1H1_STAND_040024100	1006	3719	NA
PKA1H1_STAND_040024200	118	1006	NA
PKA1H1_STAND_040024300	1623	118	NA
PKA1H1_STAND_040024400	1931	1623	NA
PKA1H1_STAND_040024500	1227	1931	NA
PKA1H1_STAND_040024600	1034	1227	NA
PKA1H1_STAND_040024700	743	1034	NA
PKA1H1_STAND_040024800	6643	743	NA
PKA1H1_STAND_040025000	21284	6643	NA
PKA1H1_STAND_040025200	4312	21284	NA
PKA1H1_STAND_040025300	196	4312	NA
PKA1H1_STAND_040025400	17209	196	NA
PKA1H1_STAND_040025700	787	17209	NA
PKA1H1_STAND_040025800	914	787	NA
PKA1H1_STAND_040025900	5772	914	NA
PKA1H1_STAND_040026100	1698	5772	NA
PKA1H1_STAND_040026200	1623	1698	NA
PKA1H1_STAND_040026300	1478	1623	NA
PKA1H1_STAND_040026400	2465	1478	NA
PKA1H1_STAND_040026500	826	2465	NA
PKA1H1_STAND_040026600	1426	826	NA
PKA1H1_STAND_040026700	167	1426	NA
PKA1H1_STAND_040026800	2431	167	NA
PKA1H1_STAND_040026900	801	2431	NA
PKA1H1_STAND_040027000	3001	801	NA
PKA1H1_STAND_040027100	2878	3001	NA
PKA1H1_STAND_040027300	12914	2878	NA
PKA1H1_STAND_040027600	2400	12914	NA
PKA1H1_STAND_040027700	6860	2400	NA
PKA1H1_STAND_040027900	3150	6860	NA
PKA1H1_STAND_040028000	1367	3150	NA
PKA1H1_STAND_040028100	734	1367	NA
PKA1H1_STAND_040028200	555	734	NA
PKA1H1_STAND_040028300	1707	555	NA
PKA1H1_STAND_040028400	130	1707	NA
PKA1H1_STAND_040028500	683	130	NA
PKA1H1_STAND_040028600	2001	683	NA
PKA1H1_STAND_040028700	7045	2001	NA
PKA1H1_STAND_040028900	1941	7045	sicavarI
PKA1H1_STAND_040029000	659	1941	NA
PKA1H1_STAND_040029100	4655	659	NA
PKA1H1_STAND_040029200	2420	4655	NA
PKA1H1_STAND_040029300	1487	2420	NA
PKA1H1_STAND_040029400	1347	1487	NA
PKA1H1_STAND_040029500	5655	1347	NA
PKA1H1_STAND_040029700	3378	5655	busco
PKA1H1_STAND_040029800	1727	3378	NA
PKA1H1_STAND_040029900	107	1727	NA
PKA1H1_STAND_040030000	0	107	NA
PKA1H1_STAND_050005000	5988	0	sicavarI
PKA1H1_STAND_050005200	4312	5988	NA
PKA1H1_STAND_050005300	10029	4312	sicavarI
PKA1H1_STAND_050005700	4818	10029	sicavarI
PKA1H1_STAND_050005800	6515	4818	sicavarI
PKA1H1_STAND_050005900	2782	6515	NA
PKA1H1_STAND_050006000	2843	2782	NA
PKA1H1_STAND_050006100	1488	2843	NA
PKA1H1_STAND_050006200	2815	1488	NA
PKA1H1_STAND_050006300	5900	2815	NA
PKA1H1_STAND_050006400	809	5900	NA
PKA1H1_STAND_050006500	3037	809	KIR
PKA1H1_STAND_050006600	2098	3037	NA
PKA1H1_STAND_050006700	2655	2098	NA
PKA1H1_STAND_050006800	2361	2655	NA
PKA1H1_STAND_050006900	3318	2361	NA
PKA1H1_STAND_050007000	2195	3318	NA
PKA1H1_STAND_050007100	1924	2195	NA
PKA1H1_STAND_050007200	1532	1924	NA
PKA1H1_STAND_050007300	2796	1532	NA
PKA1H1_STAND_050007400	4130	2796	sicavarI
PKA1H1_STAND_050007600	2068	4130	NA
PKA1H1_STAND_050007700	567	2068	NA
PKA1H1_STAND_050007800	546	567	NA
PKA1H1_STAND_050007900	5134	546	KIR
PKA1H1_STAND_050008000	10084	5134	NA
PKA1H1_STAND_050008400	1774	10084	NA
PKA1H1_STAND_050008500	163	1774	NA
PKA1H1_STAND_050008600	1011	163	NA
PKA1H1_STAND_050008700	750	1011	NA
PKA1H1_STAND_050008800	2021	750	NA
PKA1H1_STAND_050008900	1735	2021	NA
PKA1H1_STAND_050009000	1036	1735	NA
PKA1H1_STAND_050009100	194	1036	NA
PKA1H1_STAND_050009200	973	194	busco
PKA1H1_STAND_050009300	5042	973	NA
PKA1H1_STAND_050009500	2750	5042	NA
PKA1H1_STAND_050009700	1032	2750	NA
PKA1H1_STAND_050009800	109	1032	NA
PKA1H1_STAND_050009900	1360	109	NA
PKA1H1_STAND_050010000	990	1360	NA
PKA1H1_STAND_050010100	485	990	NA
PKA1H1_STAND_050010200	1506	485	NA
PKA1H1_STAND_050010300	2187	1506	NA
PKA1H1_STAND_050010400	362	2187	NA
PKA1H1_STAND_050010500	8925	362	NA
PKA1H1_STAND_050010700	7965	8925	NA
PKA1H1_STAND_050010800	1816	7965	NA
PKA1H1_STAND_050010900	1634	1816	NA
PKA1H1_STAND_050011000	459	1634	NA
PKA1H1_STAND_050011100	1268	459	NA
PKA1H1_STAND_050011200	1346	1268	NA
PKA1H1_STAND_050011300	754	1346	NA
PKA1H1_STAND_050011400	2427	754	NA
PKA1H1_STAND_050011500	745	2427	NA
PKA1H1_STAND_050011600	1058	745	NA
PKA1H1_STAND_050011700	8469	1058	NA
PKA1H1_STAND_050011900	692	8469	NA
PKA1H1_STAND_050012000	1508	692	NA
PKA1H1_STAND_050012100	379	1508	NA
PKA1H1_STAND_050012200	1152	379	NA
PKA1H1_STAND_050012300	838	1152	NA
PKA1H1_STAND_050012400	1170	838	NA
PKA1H1_STAND_050012500	4416	1170	NA
PKA1H1_STAND_050012600	1968	4416	NA
PKA1H1_STAND_050012700	4721	1968	NA
PKA1H1_STAND_050012800	1383	4721	sicavarI
PKA1H1_STAND_050012900	25062	1383	NA
PKA1H1_STAND_050013400	4619	25062	sicavarI
PKA1H1_STAND_050013500	1585	4619	NA
PKA1H1_STAND_050013600	3303	1585	NA
PKA1H1_STAND_050013700	1360	3303	NA
PKA1H1_STAND_050013800	2921	1360	NA
PKA1H1_STAND_050013900	355	2921	NA
PKA1H1_STAND_050014000	848	355	NA
PKA1H1_STAND_050014100	2758	848	NA
PKA1H1_STAND_050014200	529	2758	NA
PKA1H1_STAND_050014300	2412	529	NA
PKA1H1_STAND_050014400	745	2412	NA
PKA1H1_STAND_050014500	1782	745	NA
PKA1H1_STAND_050014600	10304	1782	NA
PKA1H1_STAND_050014800	841	10304	NA
PKA1H1_STAND_050014900	11806	841	NA
PKA1H1_STAND_050015200	5445	11806	NA
PKA1H1_STAND_050015300	474	5445	NA
PKA1H1_STAND_050015400	1044	474	NA
PKA1H1_STAND_050015500	1129	1044	NA
PKA1H1_STAND_050015600	19356	1129	NA
PKA1H1_STAND_050015900	7529	19356	NA
PKA1H1_STAND_050016100	11763	7529	NA
PKA1H1_STAND_050016300	160	11763	NA
PKA1H1_STAND_050016400	446	160	busco
PKA1H1_STAND_050016500	3900	446	busco
PKA1H1_STAND_050016600	7844	3900	KIR
PKA1H1_STAND_050016800	842	7844	NA
PKA1H1_STAND_050016900	1903	842	NA
PKA1H1_STAND_050017000	1434	1903	NA
PKA1H1_STAND_050017100	450	1434	NA
PKA1H1_STAND_050017200	1562	450	NA
PKA1H1_STAND_050017300	3066	1562	NA
PKA1H1_STAND_050017500	716	3066	NA
PKA1H1_STAND_050017600	3048	716	NA
PKA1H1_STAND_050017700	1788	3048	NA
PKA1H1_STAND_050017800	935	1788	NA
PKA1H1_STAND_050017900	40428	935	NA
PKA1H1_STAND_050018400	7014	40428	NA
PKA1H1_STAND_050018500	1912	7014	NA
PKA1H1_STAND_050018600	233	1912	NA
PKA1H1_STAND_050018700	941	233	NA
PKA1H1_STAND_050018800	58	941	NA
PKA1H1_STAND_050018900	2472	58	NA
PKA1H1_STAND_050019000	1286	2472	NA
PKA1H1_STAND_050019100	1259	1286	NA
PKA1H1_STAND_050019200	1598	1259	NA
PKA1H1_STAND_050019300	31199	1598	NA
PKA1H1_STAND_050019600	2557	31199	NA
PKA1H1_STAND_050019700	1987	2557	NA
PKA1H1_STAND_050019800	671	1987	NA
PKA1H1_STAND_050019900	1279	671	NA
PKA1H1_STAND_050020000	1016	1279	NA
PKA1H1_STAND_050020100	467	1016	NA
PKA1H1_STAND_050020200	1050	467	NA
PKA1H1_STAND_050020300	663	1050	NA
PKA1H1_STAND_050020400	661	663	NA
PKA1H1_STAND_050020500	5171	661	NA
PKA1H1_STAND_050020700	2381	5171	NA
PKA1H1_STAND_050020800	12604	2381	NA
PKA1H1_STAND_050021100	4627	12604	NA
PKA1H1_STAND_050021200	867	4627	NA
PKA1H1_STAND_050021300	3345	867	NA
PKA1H1_STAND_050021400	1683	3345	NA
PKA1H1_STAND_050021500	8261	1683	NA
PKA1H1_STAND_050021700	3274	8261	NA
PKA1H1_STAND_050021800	1877	3274	NA
PKA1H1_STAND_050021900	0	1877	NA
PKA1H1_STAND_060005100	4087	0	NA
PKA1H1_STAND_060005200	1528	4087	NA
PKA1H1_STAND_060005300	3650	1528	NA
PKA1H1_STAND_060005400	1905	3650	NA
PKA1H1_STAND_060005500	2001	1905	NA
PKA1H1_STAND_060005600	6333	2001	NA
PKA1H1_STAND_060005800	2620	6333	NA
PKA1H1_STAND_060005900	2239	2620	NA
PKA1H1_STAND_060006000	3889	2239	NA
PKA1H1_STAND_060006100	577	3889	NA
PKA1H1_STAND_060006200	1900	577	NA
PKA1H1_STAND_060006300	1143	1900	NA
PKA1H1_STAND_060006400	1233	1143	NA
PKA1H1_STAND_060006500	1832	1233	busco
PKA1H1_STAND_060006600	2137	1832	NA
PKA1H1_STAND_060006700	3591	2137	NA
PKA1H1_STAND_060006900	1241	3591	NA
PKA1H1_STAND_060007000	875	1241	busco
PKA1H1_STAND_060007100	428	875	NA
PKA1H1_STAND_060007200	622	428	NA
PKA1H1_STAND_060007300	1341	622	NA
PKA1H1_STAND_060007400	3367	1341	NA
PKA1H1_STAND_060007600	9239	3367	busco
PKA1H1_STAND_060007800	3282	9239	NA
PKA1H1_STAND_060008000	5695	3282	NA
PKA1H1_STAND_060008100	75	5695	NA
PKA1H1_STAND_060008200	715	75	NA
PKA1H1_STAND_060008300	14905	715	NA
PKA1H1_STAND_060008500	696	14905	NA
PKA1H1_STAND_060008600	4980	696	NA
PKA1H1_STAND_060008800	5758	4980	NA
PKA1H1_STAND_060009000	1790	5758	NA
PKA1H1_STAND_060009100	891	1790	NA
PKA1H1_STAND_060009200	1207	891	NA
PKA1H1_STAND_060009300	2136	1207	NA
PKA1H1_STAND_060009400	256	2136	NA
PKA1H1_STAND_060009500	761	256	NA
PKA1H1_STAND_060009600	446	761	NA
PKA1H1_STAND_060009700	5849	446	NA
PKA1H1_STAND_060009900	958	5849	NA
PKA1H1_STAND_060010000	2887	958	KIR
PKA1H1_STAND_060010100	2423	2887	NA
PKA1H1_STAND_060010200	7319	2423	NA
PKA1H1_STAND_060010400	1045	7319	NA
PKA1H1_STAND_060010500	2144	1045	NA
PKA1H1_STAND_060010600	952	2144	NA
PKA1H1_STAND_060010700	1327	952	NA
PKA1H1_STAND_060010800	21351	1327	NA
PKA1H1_STAND_060011000	2138	21351	NA
PKA1H1_STAND_060011100	8720	2138	NA
PKA1H1_STAND_060011200	1795	8720	NA
PKA1H1_STAND_060011300	488	1795	busco
PKA1H1_STAND_060011400	3001	488	NA
PKA1H1_STAND_060011500	8128	3001	NA
PKA1H1_STAND_060011600	3058	8128	NA
PKA1H1_STAND_060011700	2027	3058	NA
PKA1H1_STAND_060011800	902	2027	NA
PKA1H1_STAND_060011900	3555	902	NA
PKA1H1_STAND_060012000	462	3555	NA
PKA1H1_STAND_060012100	2725	462	NA
PKA1H1_STAND_060012200	4490	2725	NA
PKA1H1_STAND_060012300	6236	4490	sicavarI
PKA1H1_STAND_060012400	18138	6236	NA
PKA1H1_STAND_060012600	881	18138	NA
PKA1H1_STAND_060012700	56	881	NA
PKA1H1_STAND_060012800	48	56	NA
PKA1H1_STAND_060012900	4215	48	NA
PKA1H1_STAND_060013100	1720	4215	NA
PKA1H1_STAND_060013200	708	1720	NA
PKA1H1_STAND_060013300	8723	708	NA
PKA1H1_STAND_060013400	654	8723	NA
PKA1H1_STAND_060013500	1222	654	NA
PKA1H1_STAND_060013600	876	1222	NA
PKA1H1_STAND_060013700	2980	876	NA
PKA1H1_STAND_060013900	85	2980	NA
PKA1H1_STAND_060014000	752	85	NA
PKA1H1_STAND_060014100	2893	752	NA
PKA1H1_STAND_060014200	16529	2893	NA
PKA1H1_STAND_060014600	10626	16529	NA
PKA1H1_STAND_060014900	1621	10626	NA
PKA1H1_STAND_060015000	723	1621	NA
PKA1H1_STAND_060015100	261	723	NA
PKA1H1_STAND_060015200	840	261	NA
PKA1H1_STAND_060015300	1629	840	NA
PKA1H1_STAND_060015400	262	1629	NA
PKA1H1_STAND_060015500	2114	262	NA
PKA1H1_STAND_060015600	165	2114	NA
PKA1H1_STAND_060015700	5880	165	NA
PKA1H1_STAND_060016000	10823	5880	NA
PKA1H1_STAND_060016200	1514	10823	NA
PKA1H1_STAND_060016300	962	1514	NA
PKA1H1_STAND_060016400	8434	962	NA
PKA1H1_STAND_060016700	3187	8434	NA
PKA1H1_STAND_060016800	992	3187	NA
PKA1H1_STAND_060016900	79	992	NA
PKA1H1_STAND_060017000	432	79	NA
PKA1H1_STAND_060017100	1772	432	NA
PKA1H1_STAND_060017200	2800	1772	NA
PKA1H1_STAND_060017300	791	2800	NA
PKA1H1_STAND_060017400	3189	791	NA
PKA1H1_STAND_060017600	1456	3189	NA
PKA1H1_STAND_060017700	1665	1456	NA
PKA1H1_STAND_060017800	342	1665	NA
PKA1H1_STAND_060017900	1211	342	NA
PKA1H1_STAND_060018000	6398	1211	NA
PKA1H1_STAND_060018100	10453	6398	sicavarI
PKA1H1_STAND_060018300	2561	10453	KIR
PKA1H1_STAND_060018400	1124	2561	NA
PKA1H1_STAND_060018500	1895	1124	NA
PKA1H1_STAND_060018600	1601	1895	NA
PKA1H1_STAND_060018700	8177	1601	NA
PKA1H1_STAND_060018900	8482	8177	NA
PKA1H1_STAND_060019200	1362	8482	NA
PKA1H1_STAND_060019300	992	1362	NA
PKA1H1_STAND_060019400	1132	992	NA
PKA1H1_STAND_060019500	10316	1132	NA
PKA1H1_STAND_060019700	4146	10316	NA
PKA1H1_STAND_060019800	33	4146	NA
PKA1H1_STAND_060019900	1183	33	NA
PKA1H1_STAND_060020000	1495	1183	NA
PKA1H1_STAND_060020100	13004	1495	NA
PKA1H1_STAND_060020500	353	13004	NA
PKA1H1_STAND_060020600	1036	353	NA
PKA1H1_STAND_060020700	1762	1036	NA
PKA1H1_STAND_060020800	1564	1762	NA
PKA1H1_STAND_060020900	1856	1564	NA
PKA1H1_STAND_060021000	1303	1856	NA
PKA1H1_STAND_060021100	2097	1303	NA
PKA1H1_STAND_060021200	2218	2097	NA
PKA1H1_STAND_060021300	2305	2218	NA
PKA1H1_STAND_060021400	2476	2305	NA
PKA1H1_STAND_060021500	793	2476	NA
PKA1H1_STAND_060021600	3054	793	NA
PKA1H1_STAND_060021700	1405	3054	sicavarI
PKA1H1_STAND_060021800	431	1405	NA
PKA1H1_STAND_060021900	3554	431	NA
PKA1H1_STAND_060022000	1484	3554	NA
PKA1H1_STAND_060022100	3476	1484	NA
PKA1H1_STAND_060022300	1594	3476	busco
PKA1H1_STAND_060022400	1839	1594	NA
PKA1H1_STAND_060022500	177	1839	NA
PKA1H1_STAND_060022600	3881	177	NA
PKA1H1_STAND_060022700	398	3881	NA
PKA1H1_STAND_060022800	1373	398	NA
PKA1H1_STAND_060022900	743	1373	NA
PKA1H1_STAND_060023000	1168	743	NA
PKA1H1_STAND_060023100	7497	1168	NA
PKA1H1_STAND_060023200	1883	7497	NA
PKA1H1_STAND_060023300	1051	1883	NA
PKA1H1_STAND_060023400	1335	1051	NA
PKA1H1_STAND_060023500	379	1335	NA
PKA1H1_STAND_060023600	1626	379	busco
PKA1H1_STAND_060023700	1620	1626	NA
PKA1H1_STAND_060023800	2904	1620	NA
PKA1H1_STAND_060023900	18698	2904	KIR
PKA1H1_STAND_060024400	5904	18698	NA
PKA1H1_STAND_060024500	4025	5904	sicavarI
PKA1H1_STAND_060024600	2838	4025	sicavarI
PKA1H1_STAND_060024700	3611	2838	NA
PKA1H1_STAND_060024800	973	3611	NA
PKA1H1_STAND_060024900	527	973	NA
PKA1H1_STAND_060025000	1407	527	NA
PKA1H1_STAND_060025100	871	1407	NA
PKA1H1_STAND_060025200	2632	871	NA
PKA1H1_STAND_060025300	785	2632	NA
PKA1H1_STAND_060025400	1053	785	NA
PKA1H1_STAND_060025500	824	1053	NA
PKA1H1_STAND_060025600	1925	824	NA
PKA1H1_STAND_060025700	5758	1925	NA
PKA1H1_STAND_060025900	1578	5758	NA
PKA1H1_STAND_060026000	1599	1578	NA
PKA1H1_STAND_060026100	1712	1599	sicavarII
PKA1H1_STAND_060026200	4945	1712	NA
PKA1H1_STAND_060026400	2715	4945	NA
PKA1H1_STAND_060026500	1909	2715	NA
PKA1H1_STAND_060026600	1876	1909	NA
PKA1H1_STAND_060026700	155	1876	NA
PKA1H1_STAND_060026800	1301	155	NA
PKA1H1_STAND_060026900	18915	1301	NA
PKA1H1_STAND_060027200	1442	18915	NA
PKA1H1_STAND_060027300	1247	1442	NA
PKA1H1_STAND_060027400	2756	1247	NA
PKA1H1_STAND_060027500	2731	2756	NA
PKA1H1_STAND_060027600	1517	2731	NA
PKA1H1_STAND_060027700	1814	1517	NA
PKA1H1_STAND_060027800	7108	1814	NA
PKA1H1_STAND_060028000	1288	7108	NA
PKA1H1_STAND_060028100	706	1288	NA
PKA1H1_STAND_060028200	676	706	NA
PKA1H1_STAND_060028300	288	676	NA
PKA1H1_STAND_060028400	2632	288	NA
PKA1H1_STAND_060028500	3845	2632	NA
PKA1H1_STAND_060028600	3694	3845	NA
PKA1H1_STAND_060028700	5213	3694	NA
PKA1H1_STAND_060028800	1358	5213	NA
PKA1H1_STAND_060028900	961	1358	KIR
PKA1H1_STAND_060029000	4104	961	NA
PKA1H1_STAND_060029100	2186	4104	NA
PKA1H1_STAND_060029200	3261	2186	NA
PKA1H1_STAND_060029300	2661	3261	NA
PKA1H1_STAND_060029400	5381	2661	sicavarI
PKA1H1_STAND_060029500	101	5381	NA
PKA1H1_STAND_060029600	13139	101	NA
PKA1H1_STAND_060029800	0	13139	sicavarI
PKA1H1_STAND_070005000	3200	0	NA
PKA1H1_STAND_070005100	3619	3200	NA
PKA1H1_STAND_070005200	3531	3619	NA
PKA1H1_STAND_070005300	5239	3531	NA
PKA1H1_STAND_070005400	1607	5239	NA
PKA1H1_STAND_070005500	811	1607	NA
PKA1H1_STAND_070005600	2572	811	busco
PKA1H1_STAND_070005700	16858	2572	NA
PKA1H1_STAND_070005900	4237	16858	NA
PKA1H1_STAND_070006000	8872	4237	NA
PKA1H1_STAND_070006200	1355	8872	NA
PKA1H1_STAND_070006300	2045	1355	NA
PKA1H1_STAND_070006400	1091	2045	NA
PKA1H1_STAND_070006500	1744	1091	NA
PKA1H1_STAND_070006600	2392	1744	NA
PKA1H1_STAND_070006700	10386	2392	NA
PKA1H1_STAND_070006900	1725	10386	NA
PKA1H1_STAND_070007000	3126	1725	NA
PKA1H1_STAND_070007100	990	3126	NA
PKA1H1_STAND_070007200	3265	990	NA
PKA1H1_STAND_070007300	692	3265	NA
PKA1H1_STAND_070007400	1823	692	NA
PKA1H1_STAND_070007500	1404	1823	NA
PKA1H1_STAND_070007600	2873	1404	NA
PKA1H1_STAND_070007700	22071	2873	NA
PKA1H1_STAND_070007900	3493	22071	NA
PKA1H1_STAND_070008000	1804	3493	NA
PKA1H1_STAND_070008100	140	1804	NA
PKA1H1_STAND_070008200	8900	140	busco
PKA1H1_STAND_070008400	3962	8900	NA
PKA1H1_STAND_070008500	7706	3962	NA
PKA1H1_STAND_070008700	946	7706	NA
PKA1H1_STAND_070008800	1864	946	NA
PKA1H1_STAND_070008900	6390	1864	NA
PKA1H1_STAND_070009100	1775	6390	NA
PKA1H1_STAND_070009200	8327	1775	NA
PKA1H1_STAND_070009300	1084	8327	NA
PKA1H1_STAND_070009400	433	1084	NA
PKA1H1_STAND_070009500	947	433	NA
PKA1H1_STAND_070009600	243	947	NA
PKA1H1_STAND_070009700	3871	243	NA
PKA1H1_STAND_070009800	958	3871	NA
PKA1H1_STAND_070009900	1064	958	NA
PKA1H1_STAND_070010000	2499	1064	NA
PKA1H1_STAND_070010100	2888	2499	NA
PKA1H1_STAND_070010200	932	2888	NA
PKA1H1_STAND_070010300	2577	932	NA
PKA1H1_STAND_070010400	6072	2577	NA
PKA1H1_STAND_070010700	6392	6072	KIR
PKA1H1_STAND_070010800	10309	6392	sicavarI
PKA1H1_STAND_070010900	9720	10309	NA
PKA1H1_STAND_070011100	2809	9720	NA
PKA1H1_STAND_070011200	821	2809	NA
PKA1H1_STAND_070011300	1277	821	NA
PKA1H1_STAND_070011400	888	1277	NA
PKA1H1_STAND_070011500	1159	888	NA
PKA1H1_STAND_070011600	3465	1159	NA
PKA1H1_STAND_070011800	1682	3465	NA
PKA1H1_STAND_070011900	294	1682	NA
PKA1H1_STAND_070012000	802	294	NA
PKA1H1_STAND_070012100	2632	802	NA
PKA1H1_STAND_070012200	4582	2632	NA
PKA1H1_STAND_070012400	5309	4582	NA
PKA1H1_STAND_070012500	1350	5309	NA
PKA1H1_STAND_070012600	1469	1350	NA
PKA1H1_STAND_070012700	377	1469	NA
PKA1H1_STAND_070012800	1297	377	NA
PKA1H1_STAND_070012900	15328	1297	busco
PKA1H1_STAND_070013100	661	15328	NA
PKA1H1_STAND_070013200	1044	661	NA
PKA1H1_STAND_070013300	1785	1044	NA
PKA1H1_STAND_070013400	1327	1785	NA
PKA1H1_STAND_070013500	1107	1327	NA
PKA1H1_STAND_070013600	365	1107	NA
PKA1H1_STAND_070013700	2106	365	busco
PKA1H1_STAND_070013800	8606	2106	NA
PKA1H1_STAND_070014000	11722	8606	NA
PKA1H1_STAND_070014200	1303	11722	NA
PKA1H1_STAND_070014300	4678	1303	NA
PKA1H1_STAND_070014500	162	4678	NA
PKA1H1_STAND_070014600	1287	162	NA
PKA1H1_STAND_070014700	1740	1287	NA
PKA1H1_STAND_070014800	1331	1740	NA
PKA1H1_STAND_070014900	4030	1331	NA
PKA1H1_STAND_070015100	11511	4030	NA
PKA1H1_STAND_070015300	193	11511	NA
PKA1H1_STAND_070015400	1358	193	NA
PKA1H1_STAND_070015500	565	1358	NA
PKA1H1_STAND_070015600	675	565	NA
PKA1H1_STAND_070015700	2076	675	NA
PKA1H1_STAND_070015800	857	2076	NA
PKA1H1_STAND_070015900	1566	857	NA
PKA1H1_STAND_070016000	810	1566	NA
PKA1H1_STAND_070016100	8990	810	NA
PKA1H1_STAND_070016400	867	8990	NA
PKA1H1_STAND_070016500	778	867	NA
PKA1H1_STAND_070016600	6444	778	NA
PKA1H1_STAND_070016800	2869	6444	NA
PKA1H1_STAND_070016900	2745	2869	busco
PKA1H1_STAND_070017000	7749	2745	NA
PKA1H1_STAND_070017200	2495	7749	NA
PKA1H1_STAND_070017300	3758	2495	NA
PKA1H1_STAND_070017400	4078	3758	NA
PKA1H1_STAND_070017500	6092	4078	NA
PKA1H1_STAND_070017700	2175	6092	NA
PKA1H1_STAND_070017800	2239	2175	NA
PKA1H1_STAND_070017900	77	2239	NA
PKA1H1_STAND_070018000	1320	77	NA
PKA1H1_STAND_070018100	2972	1320	NA
PKA1H1_STAND_070018200	796	2972	NA
PKA1H1_STAND_070018300	436	796	NA
PKA1H1_STAND_070018400	1814	436	NA
PKA1H1_STAND_070018500	1424	1814	NA
PKA1H1_STAND_070018600	5122	1424	NA
PKA1H1_STAND_070018800	3241	5122	NA
PKA1H1_STAND_070018900	1055	3241	NA
PKA1H1_STAND_070019000	573	1055	NA
PKA1H1_STAND_070019100	8589	573	NA
